id,stakeholder,nl_norm,implication_formula,dyadic_formula,norm_type
USER065,User,Users who are hypertensive or require low salt should not be recommended salty snacks.,"∀x.∀y.(hypertensive(x)∨requiresLowSalt(x))∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|(hypertensive(x)∨requiresLowSalt(x))∧saltySnack(y))",prohibition
USER066,User,Lactose intolerant or gluten sensitive users may be recommended healthy meals.,"∀x.∀y.(lactoseIntolerant(x)∨glutenSensitive(x))∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|(lactoseIntolerant(x)∨glutenSensitive(x))∧healthyMeal(y))",permission
USER067,User,Users requiring gluten-free or lactose-free food may be recommended healthy meals.,"∀x.∀y.(requiresGlutenFree(x)∨requiresLactoseFree(x))∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|(requiresGlutenFree(x)∨requiresLactoseFree(x))∧healthyMeal(y))",permission
USER068,User,Diabetic children should not be recommended sugary snacks.,"∀x.∀y.diabetic(x)∧child(x)∧sugarySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧child(x)∧sugarySnack(y))",prohibition
USER069,User,Hypertensive elderly users should not be recommended salty snacks.,"∀x.∀y.hypertensive(x)∧elderly(x)∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧elderly(x)∧saltySnack(y))",prohibition
USER070,User,Pregnant diabetic users should not be recommended energy drinks.,"∀x.∀y.pregnant(x)∧diabetic(x)∧energyDrink(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧diabetic(x)∧energyDrink(y))",prohibition
USER071,User,Vegan users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.vegan(x)∧allergicTo(x,Nuts)∧nutSnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vegan(x)∧allergicTo(x,Nuts)∧nutSnack(y))",prohibition
USER072,User,Diabetic users who require low salt must be recommended low salt food.,"∀x.∀y.diabetic(x)∧requiresLowSalt(x)∧lowSaltFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧requiresLowSalt(x)∧lowSaltFood(y))",obligation
USER073,User,Elderly diabetic users must be recommended low sugar food.,"∀x.∀y.elderly(x)∧diabetic(x)∧lowSugarFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|elderly(x)∧diabetic(x)∧lowSugarFood(y))",obligation
USER074,User,Pregnant users should not be recommended ultra-processed food.,"∀x.∀y.pregnant(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧ultraProcessedFood(y))",prohibition
USER075,User,Diabetic users should not be recommended ultra-processed food.,"∀x.∀y.diabetic(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧ultraProcessedFood(y))",prohibition
USER076,User,Children must be recommended healthy meals over snacks.,"∀x.∀y.child(x)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y))",obligation
USER077,User,Elderly users may be recommended mild meals.,"∀x.∀y.elderly(x)∧mildMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|elderly(x)∧mildMeal(y))",permission
USER078,User,Adults may be recommended Asian meals.,"∀x.∀y.adult(x)∧asianMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧asianMeal(y))",permission
USER079,User,Adults may be recommended Mediterranean meals.,"∀x.∀y.adult(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧mediterraneanMeal(y))",permission
USER080,User,Vegan users should not be recommended shellfish meals.,"∀x.∀y.vegan(x)∧shellfishMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vegan(x)∧shellfishMeal(y))",prohibition
USER081,User,Vegetarian users should not be recommended food containing shellfish.,"∀x.∀y.vegetarian(x)∧contains(y,Shellfish)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧contains(y,Shellfish))",prohibition
USER082,User,Users who require halal food should not be recommended non-halal products.,"∀x.∀y.requiresHalal(x)∧¬halalMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧¬halalMeal(y))",prohibition
USER083,User,Users who require kosher food should not be recommended non-kosher products.,"∀x.∀y.requiresKosher(x)∧¬kosherMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧¬kosherMeal(y))",prohibition
USER084,User,Users who require gluten-free food should not be recommended food containing nuts.,"∀x.∀y.requiresGlutenFree(x)∧contains(y,Nuts)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresGlutenFree(x)∧contains(y,Nuts))",prohibition
USER085,User,Diabetic users may be recommended Mediterranean meals.,"∀x.∀y.diabetic(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧mediterraneanMeal(y))",permission
USER086,User,Hypertensive users may be recommended healthy meals.,"∀x.∀y.hypertensive(x)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧healthyMeal(y))",permission
USER087,User,Pregnant users may be recommended organic food.,"∀x.∀y.pregnant(x)∧organicFood(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧organicFood(y))",permission
USER088,User,Elderly users may be recommended sustainable meals.,"∀x.∀y.elderly(x)∧sustainableMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|elderly(x)∧sustainableMeal(y))",permission
USER089,User,Vegan users may be recommended affordable meals.,"∀x.∀y.vegan(x)∧affordableMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|vegan(x)∧affordableMeal(y))",permission
USER090,User,Vegetarian users may be recommended affordable meals.,"∀x.∀y.vegetarian(x)∧affordableMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧affordableMeal(y))",permission
USER091,User,Children should not be recommended salty snacks.,"∀x.∀y.child(x)∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|child(x)∧saltySnack(y))",prohibition
USER092,User,Diabetic users should not be recommended salty snacks.,"∀x.∀y.diabetic(x)∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧saltySnack(y))",prohibition
USER093,User,Hypertensive users should not be recommended sugary snacks.,"∀x.∀y.hypertensive(x)∧sugarySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧sugarySnack(y))",prohibition
USER094,User,Users who require low sugar may be recommended healthy meals.,"∀x.∀y.requiresLowSugar(x)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresLowSugar(x)∧healthyMeal(y))",permission
USER095,User,Users who require low salt may be recommended Mediterranean meals.,"∀x.∀y.requiresLowSalt(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresLowSalt(x)∧mediterraneanMeal(y))",permission
USER096,User,Users allergic to nuts may be recommended nut-free healthy meals.,"∀x.∀y.allergicTo(x,Nuts)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|allergicTo(x,Nuts)∧healthyMeal(y))",permission
USER097,User,Users allergic to shellfish may be recommended vegetarian meals.,"∀x.∀y.allergicTo(x,Shellfish)∧vegetarianMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|allergicTo(x,Shellfish)∧vegetarianMeal(y))",permission
USER098,User,Gluten sensitive users may be recommended certified gluten-free products.,"∀x.∀y.glutenSensitive(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|glutenSensitive(x)∧certifiedGlutenFree(y))",permission
USER099,User,Lactose intolerant users may be recommended lactose-free meals.,"∀x.∀y.lactoseIntolerant(x)∧lactoseFreeMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|lactoseIntolerant(x)∧lactoseFreeMeal(y))",permission
USER100,User,Users who prefer spicy food may be recommended spicy meals.,"∀x.∀y.prefers(x,y)∧spicyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧spicyMeal(y))",permission
