id,stakeholder,nl_norm,implication_formula,dyadic_formula,norm_type
INDUSTRY011,Food Industry,Approved sponsored products should be recommended.,"∀x.∀y.sponsored(y)∧approved(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|sponsored(y)∧approved(y))",obligation
INDUSTRY012,Food Industry,Mediterranean meals should be recommended to users interested in Mediterranean cuisine.,"∀x.∀y.mediterraneanMeal(y)∧interestedIn(x,Mediterranean)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|mediterraneanMeal(y)∧interestedIn(x,Mediterranean))",obligation
INDUSTRY013,Food Industry,Asian meals should be recommended to users interested in Asian cuisine.,"∀x.∀y.asianMeal(y)∧interestedIn(x,Asian)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|asianMeal(y)∧interestedIn(x,Asian))",obligation
INDUSTRY014,Food Industry,Halal-certified products should be recommended to users who require halal.,"∀x.∀y.certifiedHalal(y)∧requiresHalal(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedHalal(y)∧requiresHalal(x))",obligation
INDUSTRY015,Food Industry,Kosher-certified products should be recommended to users who require kosher.,"∀x.∀y.certifiedKosher(y)∧requiresKosher(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedKosher(y)∧requiresKosher(x))",obligation
INDUSTRY016,Food Industry,Gluten-free certified products should be recommended to users who require gluten-free.,"∀x.∀y.certifiedGlutenFree(y)∧requiresGlutenFree(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedGlutenFree(y)∧requiresGlutenFree(x))",obligation
INDUSTRY017,Food Industry,Lactose-free certified products should be recommended to users who require lactose-free.,"∀x.∀y.certifiedLactoseFree(y)∧requiresLactoseFree(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedLactoseFree(y)∧requiresLactoseFree(x))",obligation
INDUSTRY018,Food Industry,Gluten-free certified products should be recommended to gluten-sensitive users.,"∀x.∀y.certifiedGlutenFree(y)∧glutenSensitive(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedGlutenFree(y)∧glutenSensitive(x))",obligation
INDUSTRY019,Food Industry,Lactose-free certified products should be recommended to lactose-intolerant users.,"∀x.∀y.certifiedLactoseFree(y)∧lactoseIntolerant(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedLactoseFree(y)∧lactoseIntolerant(x))",obligation
INDUSTRY020,Food Industry,Certified premium products should be recommended to premium customers.,"∀x.∀y.premiumProduct(y)∧certified(y)∧premiumCustomer(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|premiumProduct(y)∧certified(y)∧premiumCustomer(x))",obligation
INDUSTRY021,Food Industry,Seasonal discounted products should be recommended.,"∀x.∀y.seasonal(y)∧discounted(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|seasonal(y)∧discounted(y))",obligation
INDUSTRY022,Food Industry,Discounted products should be recommended to loyal customers.,"∀x.∀y.discounted(y)∧loyalCustomer(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|discounted(y)∧loyalCustomer(x))",obligation
INDUSTRY023,Food Industry,Available sponsored products should be recommended to premium customers.,"∀x.∀y.sponsored(y)∧available(y)∧premiumCustomer(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|sponsored(y)∧available(y)∧premiumCustomer(x))",obligation
INDUSTRY024,Food Industry,Sustainable local products should be recommended.,"∀x.∀y.localProduct(y)∧sustainable(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|localProduct(y)∧sustainable(y))",obligation
INDUSTRY025,Food Industry,Available new products should be recommended to eligible users.,"∀x.∀y.newProduct(y)∧available(y)∧eligible(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|newProduct(y)∧available(y)∧eligible(x))",obligation
INDUSTRY026,Food Industry,Organic products should be recommended to users interested in sustainable food.,"∀x.∀y.organic(y)∧interestedIn(x,SustainableFood)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|organic(y)∧interestedIn(x,SustainableFood))",obligation
INDUSTRY027,Food Industry,Sponsored products should be recommended to loyal customers.,"∀x.∀y.sponsored(y)∧loyalCustomer(x)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|sponsored(y)∧loyalCustomer(x))",obligation
INDUSTRY028,Food Industry,Affordable discounted products should be recommended.,"∀x.∀y.affordable(y)∧discounted(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|affordable(y)∧discounted(y))",obligation
INDUSTRY029,Food Industry,Products the user prefers should be recommended when available.,"∀x.∀y.prefers(x,y)∧available(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧available(y))",obligation
INDUSTRY030,Food Industry,Certified approved products that are available should be recommended.,"∀x.∀y.certified(y)∧approved(y)∧available(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certified(y)∧approved(y)∧available(y))",obligation
INDUSTRY031,Food Industry,Seasonal local products should be recommended.,"∀x.∀y.seasonal(y)∧localProduct(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|seasonal(y)∧localProduct(y))",obligation
INDUSTRY032,Food Industry,Available sponsored discounted products should be recommended.,"∀x.∀y.sponsored(y)∧discounted(y)∧available(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|sponsored(y)∧discounted(y)∧available(y))",obligation
INDUSTRY033,Food Industry,Available premium products should be recommended to loyal customers.,"∀x.∀y.premiumProduct(y)∧loyalCustomer(x)∧available(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|premiumProduct(y)∧loyalCustomer(x)∧available(y))",obligation
INDUSTRY034,Food Industry,Sponsored new products should be recommended.,"∀x.∀y.newProduct(y)∧sponsored(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|newProduct(y)∧sponsored(y))",obligation
INDUSTRY035,Food Industry,Premium products may be recommended to adult users.,"∀x.∀y.premiumProduct(y)∧adult(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|premiumProduct(y)∧adult(x))",permission
INDUSTRY036,Food Industry,Spicy products may be recommended to adult users.,"∀x.∀y.spicy(y)∧adult(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|spicy(y)∧adult(x))",permission
INDUSTRY037,Food Industry,New products may be recommended to loyal customers.,"∀x.∀y.newProduct(y)∧loyalCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|newProduct(y)∧loyalCustomer(x))",permission
INDUSTRY038,Food Industry,Available seasonal products may be recommended.,"∀x.∀y.seasonal(y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|seasonal(y)∧available(y))",permission
INDUSTRY039,Food Industry,Discounted products may be recommended to eligible users.,"∀x.∀y.discounted(y)∧eligible(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|discounted(y)∧eligible(x))",permission
INDUSTRY040,Food Industry,Available local products may be recommended.,"∀x.∀y.localProduct(y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|localProduct(y)∧available(y))",permission
INDUSTRY041,Food Industry,Sustainable products may be recommended to eligible users.,"∀x.∀y.sustainable(y)∧eligible(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|sustainable(y)∧eligible(x))",permission
INDUSTRY042,Food Industry,Organic products may be recommended to premium customers.,"∀x.∀y.organic(y)∧premiumCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|organic(y)∧premiumCustomer(x))",permission
INDUSTRY043,Food Industry,Available Mediterranean meals may be recommended.,"∀x.∀y.mediterraneanMeal(y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|mediterraneanMeal(y)∧available(y))",permission
INDUSTRY044,Food Industry,Available Asian meals may be recommended.,"∀x.∀y.asianMeal(y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|asianMeal(y)∧available(y))",permission
INDUSTRY045,Food Industry,Products that are sponsored or discounted may be recommended.,"∀x.∀y.sponsored(y)∨discounted(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|sponsored(y)∨discounted(y))",permission
INDUSTRY046,Food Industry,Products that are premium or certified may be recommended.,"∀x.∀y.premiumProduct(y)∨certified(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|premiumProduct(y)∨certified(y))",permission
INDUSTRY047,Food Industry,Products that are local or sustainable may be recommended.,"∀x.∀y.localProduct(y)∨sustainable(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|localProduct(y)∨sustainable(y))",permission
INDUSTRY048,Food Industry,Products that are seasonal or new may be recommended.,"∀x.∀y.seasonal(y)∨newProduct(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|seasonal(y)∨newProduct(y))",permission
INDUSTRY049,Food Industry,Mediterranean or Asian meals may be recommended.,"∀x.∀y.mediterraneanMeal(y)∨asianMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|mediterraneanMeal(y)∨asianMeal(y))",permission
INDUSTRY050,Food Industry,Affordable or discounted products may be recommended.,"∀x.∀y.affordable(y)∨discounted(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|affordable(y)∨discounted(y))",permission
INDUSTRY051,Food Industry,Certified products may be recommended to loyal customers.,"∀x.∀y.certified(y)∧loyalCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|certified(y)∧loyalCustomer(x))",permission
INDUSTRY052,Food Industry,Spicy products may be recommended to users interested in Asian cuisine.,"∀x.∀y.spicy(y)∧interestedIn(x,Asian)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|spicy(y)∧interestedIn(x,Asian))",permission
INDUSTRY053,Food Industry,Mild products may be recommended to users interested in Mediterranean cuisine.,"∀x.∀y.mild(y)∧interestedIn(x,Mediterranean)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|mild(y)∧interestedIn(x,Mediterranean))",permission
INDUSTRY054,Food Industry,Premium products may be recommended to loyal customers.,"∀x.∀y.premiumProduct(y)∧loyalCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|premiumProduct(y)∧loyalCustomer(x))",permission
INDUSTRY055,Food Industry,Available organic products may be recommended to adult users.,"∀x.∀y.organic(y)∧available(y)∧adult(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|organic(y)∧available(y)∧adult(x))",permission
INDUSTRY056,Food Industry,Seasonal products may be recommended to premium customers.,"∀x.∀y.seasonal(y)∧premiumCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|seasonal(y)∧premiumCustomer(x))",permission
INDUSTRY057,Food Industry,New products may be recommended to premium customers.,"∀x.∀y.newProduct(y)∧premiumCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|newProduct(y)∧premiumCustomer(x))",permission
INDUSTRY058,Food Industry,Sustainable products may be recommended to loyal customers.,"∀x.∀y.sustainable(y)∧loyalCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|sustainable(y)∧loyalCustomer(x))",permission
INDUSTRY059,Food Industry,Local products may be recommended to eligible users.,"∀x.∀y.localProduct(y)∧eligible(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|localProduct(y)∧eligible(x))",permission
INDUSTRY060,Food Industry,Sponsored products may be recommended to adult users.,"∀x.∀y.sponsored(y)∧adult(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|sponsored(y)∧adult(x))",permission
INDUSTRY061,Food Industry,Discounted products may be recommended to premium customers.,"∀x.∀y.discounted(y)∧premiumCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|discounted(y)∧premiumCustomer(x))",permission
INDUSTRY062,Food Industry,Affordable products may be recommended to loyal customers.,"∀x.∀y.affordable(y)∧loyalCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|affordable(y)∧loyalCustomer(x))",permission
INDUSTRY063,Food Industry,Available halal-certified products may be recommended.,"∀x.∀y.certifiedHalal(y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|certifiedHalal(y)∧available(y))",permission
INDUSTRY064,Food Industry,Available kosher-certified products may be recommended.,"∀x.∀y.certifiedKosher(y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|certifiedKosher(y)∧available(y))",permission
INDUSTRY065,Food Industry,Products the user prefers may be recommended.,"∀x.∀y.prefers(x,y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y))",permission
INDUSTRY066,Food Industry,Products that are safe for the user and available may be recommended.,"∀x.∀y.safeFor(x,y)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|safeFor(x,y)∧available(y))",permission
INDUSTRY067,Food Industry,Mediterranean meals may be recommended to premium customers.,"∀x.∀y.mediterraneanMeal(y)∧premiumCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|mediterraneanMeal(y)∧premiumCustomer(x))",permission
INDUSTRY068,Food Industry,Asian meals may be recommended to loyal customers.,"∀x.∀y.asianMeal(y)∧loyalCustomer(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|asianMeal(y)∧loyalCustomer(x))",permission
INDUSTRY069,Food Industry,Spicy products may be recommended to adult users interested in Asian cuisine.,"∀x.∀y.spicy(y)∧adult(x)∧interestedIn(x,Asian)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|spicy(y)∧adult(x)∧interestedIn(x,Asian))",permission
INDUSTRY070,Food Industry,Products that are certified or organic may be recommended.,"∀x.∀y.certified(y)∨organic(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|certified(y)∨organic(y))",permission
INDUSTRY071,Food Industry,Affordable available products may be recommended to eligible users.,"∀x.∀y.affordable(y)∧eligible(x)∧available(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|affordable(y)∧eligible(x)∧available(y))",permission
INDUSTRY072,Food Industry,Mild products may be recommended to adult users.,"∀x.∀y.mild(y)∧adult(x)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|mild(y)∧adult(x))",permission
INDUSTRY073,Food Industry,Products containing nuts must not be recommended to users allergic to nuts.,"∀x.∀y.contains(y,Nuts)∧allergicTo(x,Nuts)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|contains(y,Nuts)∧allergicTo(x,Nuts))",prohibition
INDUSTRY074,Food Industry,Products containing shellfish must not be recommended to users allergic to shellfish.,"∀x.∀y.contains(y,Shellfish)∧allergicTo(x,Shellfish)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|contains(y,Shellfish)∧allergicTo(x,Shellfish))",prohibition
INDUSTRY075,Food Industry,Products that are not halal-certified must not be recommended to users who require halal.,"∀x.∀y.¬certifiedHalal(y)∧requiresHalal(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬certifiedHalal(y)∧requiresHalal(x))",prohibition
INDUSTRY076,Food Industry,Products that are not kosher-certified must not be recommended to users who require kosher.,"∀x.∀y.¬certifiedKosher(y)∧requiresKosher(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬certifiedKosher(y)∧requiresKosher(x))",prohibition
INDUSTRY077,Food Industry,Products that are not gluten-free certified must not be recommended to users who require gluten-free.,"∀x.∀y.¬certifiedGlutenFree(y)∧requiresGlutenFree(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬certifiedGlutenFree(y)∧requiresGlutenFree(x))",prohibition
INDUSTRY078,Food Industry,Products that are not gluten-free certified must not be recommended to gluten-sensitive users.,"∀x.∀y.¬certifiedGlutenFree(y)∧glutenSensitive(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬certifiedGlutenFree(y)∧glutenSensitive(x))",prohibition
INDUSTRY079,Food Industry,Products that are not lactose-free certified must not be recommended to users who require lactose-free.,"∀x.∀y.¬certifiedLactoseFree(y)∧requiresLactoseFree(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬certifiedLactoseFree(y)∧requiresLactoseFree(x))",prohibition
INDUSTRY080,Food Industry,Products that are not lactose-free certified must not be recommended to lactose-intolerant users.,"∀x.∀y.¬certifiedLactoseFree(y)∧lactoseIntolerant(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬certifiedLactoseFree(y)∧lactoseIntolerant(x))",prohibition
INDUSTRY081,Food Industry,Restricted products must not be recommended.,"∀x.∀y.restricted(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y))",prohibition
INDUSTRY082,Food Industry,Products that are not approved must not be recommended.,"∀x.∀y.¬approved(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬approved(y))",prohibition
INDUSTRY083,Food Industry,Products that are not available must not be recommended.,"∀x.∀y.¬available(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬available(y))",prohibition
INDUSTRY084,Food Industry,Restricted products must not be recommended to child users.,"∀x.∀y.restricted(y)∧child(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∧child(x))",prohibition
INDUSTRY085,Food Industry,Spicy products must not be recommended to child users.,"∀x.∀y.spicy(y)∧child(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|spicy(y)∧child(x))",prohibition
INDUSTRY086,Food Industry,Products that are not safe for the user must not be recommended.,"∀x.∀y.¬safeFor(x,y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬safeFor(x,y))",prohibition
INDUSTRY087,Food Industry,Products that the user avoids must not be recommended.,"∀x.∀y.avoids(x,y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y))",prohibition
INDUSTRY088,Food Industry,Sponsored products that are not approved must not be recommended.,"∀x.∀y.sponsored(y)∧¬approved(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|sponsored(y)∧¬approved(y))",prohibition
INDUSTRY089,Food Industry,Products that are restricted or not approved must not be recommended.,"∀x.∀y.restricted(y)∨¬approved(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∨¬approved(y))",prohibition
INDUSTRY090,Food Industry,Discounted products that are out of stock must not be recommended.,"∀x.∀y.discounted(y)∧¬available(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|discounted(y)∧¬available(y))",prohibition
INDUSTRY091,Food Industry,Restricted products must not be recommended even to eligible users.,"∀x.∀y.restricted(y)∧eligible(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∧eligible(x))",prohibition
INDUSTRY092,Food Industry,Products that are not safe for the user must not be recommended to child users.,"∀x.∀y.¬safeFor(x,y)∧child(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬safeFor(x,y)∧child(x))",prohibition
INDUSTRY093,Food Industry,Premium products that the user avoids must not be recommended.,"∀x.∀y.avoids(x,y)∧premiumProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧premiumProduct(y))",prohibition
INDUSTRY094,Food Industry,Unapproved products must not be recommended even when available.,"∀x.∀y.¬approved(y)∧available(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬approved(y)∧available(y))",prohibition
INDUSTRY095,Food Industry,Products containing nuts that are not safe for the user must not be recommended.,"∀x.∀y.contains(y,Nuts)∧¬safeFor(x,y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|contains(y,Nuts)∧¬safeFor(x,y))",prohibition
INDUSTRY096,Food Industry,Shellfish products must not be recommended to children allergic to shellfish.,"∀x.∀y.contains(y,Shellfish)∧child(x)∧allergicTo(x,Shellfish)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|contains(y,Shellfish)∧child(x)∧allergicTo(x,Shellfish))",prohibition
INDUSTRY097,Food Industry,Sponsored products that are restricted must not be recommended.,"∀x.∀y.restricted(y)∧sponsored(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∧sponsored(y))",prohibition
INDUSTRY098,Food Industry,Products the user avoids or restricted products must not be recommended.,"∀x.∀y.avoids(x,y)∨restricted(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∨restricted(y))",prohibition
INDUSTRY099,Food Industry,Sponsored products that are unavailable must not be recommended.,"∀x.∀y.¬available(y)∧sponsored(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬available(y)∧sponsored(y))",prohibition
INDUSTRY100,Food Industry,Restricted products must not be recommended even to premium customers.,"∀x.∀y.restricted(y)∧premiumCustomer(x)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∧premiumCustomer(x))",prohibition
