id,stakeholder,nl_norm,implication_formula,dyadic_formula,norm_type
MINISTRY012,Food Ministry,Diabetic users must not be recommended sugary snacks.,"∀x.∀y.diabetic(x)∧sugarySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧sugarySnack(y))",prohibition
MINISTRY013,Food Ministry,Diabetic users must not be recommended energy drinks.,"∀x.∀y.diabetic(x)∧energyDrink(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧energyDrink(y))",prohibition
MINISTRY014,Food Ministry,Diabetic users must not be recommended fried meals.,"∀x.∀y.diabetic(x)∧friedMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧friedMeal(y))",prohibition
MINISTRY015,Food Ministry,Diabetic users must not be recommended products that are not safe for diabetic users.,"∀x.∀y.diabetic(x)∧¬safeForDiabeticUsers(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧¬safeForDiabeticUsers(y))",prohibition
MINISTRY016,Food Ministry,Diabetic users must not be recommended sugary snacks or energy drinks.,"∀x.∀y.diabetic(x)∧(sugarySnack(y)∨energyDrink(y))->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧(sugarySnack(y)∨energyDrink(y)))",prohibition
MINISTRY017,Food Ministry,Hypertensive users must not be recommended products that exceed the salt limit.,"∀x.∀y.hypertensive(x)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧exceedsSaltLimit(y))",prohibition
MINISTRY018,Food Ministry,Hypertensive users must not be recommended salty snacks.,"∀x.∀y.hypertensive(x)∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧saltySnack(y))",prohibition
MINISTRY019,Food Ministry,Hypertensive users must not be recommended fried meals that exceed the salt limit.,"∀x.∀y.hypertensive(x)∧friedMeal(y)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧friedMeal(y)∧exceedsSaltLimit(y))",prohibition
MINISTRY020,Food Ministry,Hypertensive users must not be recommended salty snacks or fried meals.,"∀x.∀y.hypertensive(x)∧(saltySnack(y)∨friedMeal(y))->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧(saltySnack(y)∨friedMeal(y)))",prohibition
MINISTRY021,Food Ministry,Elderly users must not be recommended fried meals that exceed the fat limit.,"∀x.∀y.elderly(x)∧friedMeal(y)∧exceedsFatLimit(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|elderly(x)∧friedMeal(y)∧exceedsFatLimit(y))",prohibition
MINISTRY022,Food Ministry,Elderly users must not be recommended products that exceed the salt limit.,"∀x.∀y.elderly(x)∧exceedsSaltLimit(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|elderly(x)∧exceedsSaltLimit(y))",prohibition
MINISTRY023,Food Ministry,Users allergic to nuts must not be recommended products that contain nuts.,"∀x.∀y.allergicTo(x,Nuts)∧contains(y,Nuts)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧contains(y,Nuts))",prohibition
MINISTRY024,Food Ministry,Users allergic to shellfish must not be recommended products that contain shellfish.,"∀x.∀y.allergicTo(x,Shellfish)∧contains(y,Shellfish)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧contains(y,Shellfish))",prohibition
MINISTRY025,Food Ministry,The system must not recommend products that contain an undeclared allergen.,"∀x.∀y.containsUndeclaredAllergen(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|containsUndeclaredAllergen(y))",prohibition
MINISTRY026,Food Ministry,The system must not recommend products that carry a misleading claim.,"∀x.∀y.misleadingClaim(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|misleadingClaim(y))",prohibition
MINISTRY027,Food Ministry,The system must not recommend products that do not have a nutrition label.,"∀x.∀y.¬hasNutritionLabel(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|¬hasNutritionLabel(y))",prohibition
MINISTRY028,Food Ministry,The system must not recommend restricted products that are not approved by the ministry.,"∀x.∀y.restricted(y)∧¬approvedByMinistry(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y)∧¬approvedByMinistry(y))",prohibition
MINISTRY029,Food Ministry,The system must not recommend products that require a warning but lack a safety warning.,"∀x.∀y.requiresWarning(y)∧¬hasSafetyWarning(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresWarning(y)∧¬hasSafetyWarning(y))",prohibition
MINISTRY030,Food Ministry,The system must not recommend products that contain nuts but have no nutrition label.,"∀x.∀y.contains(y,Nuts)∧¬hasNutritionLabel(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|contains(y,Nuts)∧¬hasNutritionLabel(y))",prohibition
MINISTRY031,Food Ministry,Users requiring halal food must not be recommended products that are not verified halal.,"∀x.∀y.requiresHalal(x)∧¬verifiedHalal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧¬verifiedHalal(y))",prohibition
MINISTRY032,Food Ministry,Users requiring kosher food must not be recommended products that are not verified kosher.,"∀x.∀y.requiresKosher(x)∧¬verifiedKosher(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧¬verifiedKosher(y))",prohibition
MINISTRY033,Food Ministry,Users requiring gluten-free food must not be recommended products that are not certified gluten-free.,"∀x.∀y.requiresGlutenFree(x)∧¬certifiedGlutenFree(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresGlutenFree(x)∧¬certifiedGlutenFree(y))",prohibition
MINISTRY034,Food Ministry,Users requiring lactose-free food must not be recommended products that are not certified lactose-free.,"∀x.∀y.requiresLactoseFree(x)∧¬certifiedLactoseFree(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLactoseFree(x)∧¬certifiedLactoseFree(y))",prohibition
MINISTRY035,Food Ministry,Gluten-sensitive users must not be recommended products that are not certified gluten-free.,"∀x.∀y.glutenSensitive(x)∧¬certifiedGlutenFree(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|glutenSensitive(x)∧¬certifiedGlutenFree(y))",prohibition
MINISTRY036,Food Ministry,Lactose-intolerant users must not be recommended products that are not certified lactose-free.,"∀x.∀y.lactoseIntolerant(x)∧¬certifiedLactoseFree(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|lactoseIntolerant(x)∧¬certifiedLactoseFree(y))",prohibition
MINISTRY037,Food Ministry,Pregnant users must not be recommended products that require a warning but lack a safety warning.,"∀x.∀y.pregnant(x)∧requiresWarning(y)∧¬hasSafetyWarning(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧requiresWarning(y)∧¬hasSafetyWarning(y))",prohibition
MINISTRY038,Food Ministry,Pregnant users must not be recommended products that are not safe for pregnant users.,"∀x.∀y.pregnant(x)∧¬safeForPregnantUsers(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧¬safeForPregnantUsers(y))",prohibition
MINISTRY039,Food Ministry,Pregnant users must not be recommended energy drinks.,"∀x.∀y.pregnant(x)∧energyDrink(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧energyDrink(y))",prohibition
MINISTRY040,Food Ministry,Vulnerable users must not be recommended restricted products or products with misleading claims.,"∀x.∀y.vulnerableUser(x)∧(restricted(y)∨misleadingClaim(y))->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧(restricted(y)∨misleadingClaim(y)))",prohibition
MINISTRY041,Food Ministry,Adults may be recommended products that are approved by the ministry.,"∀x.∀y.adult(x)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧approvedByMinistry(y))",permission
MINISTRY042,Food Ministry,Adults may be recommended energy drinks that are approved by the ministry.,"∀x.∀y.adult(x)∧energyDrink(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y)∧approvedByMinistry(y))",permission
MINISTRY043,Food Ministry,Adults may be recommended sugary snacks that have a nutrition label.,"∀x.∀y.adult(x)∧sugarySnack(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧sugarySnack(y)∧hasNutritionLabel(y))",permission
MINISTRY044,Food Ministry,Adults may be recommended salty snacks that have a nutrition label.,"∀x.∀y.adult(x)∧saltySnack(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧saltySnack(y)∧hasNutritionLabel(y))",permission
MINISTRY045,Food Ministry,Adults may be recommended fried meals that have a nutrition label.,"∀x.∀y.adult(x)∧friedMeal(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧friedMeal(y)∧hasNutritionLabel(y))",permission
MINISTRY046,Food Ministry,Adults may be recommended products that comply with the nutrition guideline.,"∀x.∀y.adult(x)∧compliesWithGuideline(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧compliesWithGuideline(y))",permission
MINISTRY047,Food Ministry,Adults may be recommended restricted products that are approved by the ministry.,"∀x.∀y.adult(x)∧restricted(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧restricted(y)∧approvedByMinistry(y))",permission
MINISTRY048,Food Ministry,Adults may be recommended products that are healthy or affordable.,"∀x.∀y.adult(x)∧(healthyMeal(y)∨affordableMeal(y))->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧(healthyMeal(y)∨affordableMeal(y)))",permission
MINISTRY049,Food Ministry,Diabetic users may be recommended products that are safe for diabetic users.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y))",permission
MINISTRY050,Food Ministry,Diabetic users may be recommended products that are safe for diabetic users and have a nutrition label.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y)∧hasNutritionLabel(y))",permission
MINISTRY051,Food Ministry,Diabetic users may be recommended products that are safe for diabetic users or are healthy meals.,"∀x.∀y.diabetic(x)∧(safeForDiabeticUsers(y)∨healthyMeal(y))->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧(safeForDiabeticUsers(y)∨healthyMeal(y)))",permission
MINISTRY052,Food Ministry,Pregnant users may be recommended products that are safe for pregnant users.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y))",permission
MINISTRY053,Food Ministry,Pregnant users may be recommended products that are safe for pregnant users and carry a safety warning.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)∧hasSafetyWarning(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧hasSafetyWarning(y))",permission
MINISTRY054,Food Ministry,Hypertensive users may be recommended products that comply with the nutrition guideline.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y))",permission
MINISTRY055,Food Ministry,Hypertensive users may be recommended products that do not exceed the salt limit and have a nutrition label.,"∀x.∀y.hypertensive(x)∧¬exceedsSaltLimit(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧¬exceedsSaltLimit(y)∧hasNutritionLabel(y))",permission
MINISTRY056,Food Ministry,Elderly users may be recommended healthy meals.,"∀x.∀y.elderly(x)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|elderly(x)∧healthyMeal(y))",permission
MINISTRY057,Food Ministry,Elderly users may be recommended products that comply with the nutrition guideline.,"∀x.∀y.elderly(x)∧compliesWithGuideline(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|elderly(x)∧compliesWithGuideline(y))",permission
MINISTRY058,Food Ministry,Users requiring halal food may be recommended products that are verified halal.,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y))",permission
MINISTRY059,Food Ministry,Users requiring kosher food may be recommended products that are verified kosher.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))",permission
MINISTRY060,Food Ministry,Users requiring gluten-free food may be recommended products that are certified gluten-free.,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))",permission
MINISTRY061,Food Ministry,Users requiring lactose-free food may be recommended products that are certified lactose-free.,"∀x.∀y.requiresLactoseFree(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresLactoseFree(x)∧certifiedLactoseFree(y))",permission
MINISTRY062,Food Ministry,Gluten-sensitive users may be recommended products that are certified gluten-free.,"∀x.∀y.glutenSensitive(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|glutenSensitive(x)∧certifiedGlutenFree(y))",permission
MINISTRY063,Food Ministry,Lactose-intolerant users may be recommended products that are certified lactose-free.,"∀x.∀y.lactoseIntolerant(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|lactoseIntolerant(x)∧certifiedLactoseFree(y))",permission
MINISTRY064,Food Ministry,Children may be recommended healthy meals that are approved by the ministry.,"∀x.∀y.child(x)∧healthyMeal(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|child(x)∧healthyMeal(y)∧approvedByMinistry(y))",permission
MINISTRY065,Food Ministry,Children may be recommended healthy meals that have a nutrition label.,"∀x.∀y.child(x)∧healthyMeal(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|child(x)∧healthyMeal(y)∧hasNutritionLabel(y))",permission
MINISTRY066,Food Ministry,Vulnerable users may be recommended healthy meals.,"∀x.∀y.vulnerableUser(x)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|vulnerableUser(x)∧healthyMeal(y))",permission
MINISTRY067,Food Ministry,Vulnerable users may be recommended products that are approved by the ministry.,"∀x.∀y.vulnerableUser(x)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|vulnerableUser(x)∧approvedByMinistry(y))",permission
MINISTRY068,Food Ministry,Adults may be recommended products that are approved by the ministry and have a nutrition label.,"∀x.∀y.adult(x)∧approvedByMinistry(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧approvedByMinistry(y)∧hasNutritionLabel(y))",permission
MINISTRY069,Food Ministry,Adults may be recommended energy drinks that carry a safety warning.,"∀x.∀y.adult(x)∧energyDrink(y)∧hasSafetyWarning(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y)∧hasSafetyWarning(y))",permission
MINISTRY070,Food Ministry,Diabetic users may be recommended healthy meals that do not exceed the sugar limit.,"∀x.∀y.diabetic(x)∧healthyMeal(y)∧¬exceedsSugarLimit(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧healthyMeal(y)∧¬exceedsSugarLimit(y))",permission
MINISTRY071,Food Ministry,Pregnant users may be recommended products that are safe for pregnant users or are healthy meals.,"∀x.∀y.pregnant(x)∧(safeForPregnantUsers(y)∨healthyMeal(y))->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧(safeForPregnantUsers(y)∨healthyMeal(y)))",permission
MINISTRY072,Food Ministry,Elderly users may be recommended healthy meals that are affordable.,"∀x.∀y.elderly(x)∧healthyMeal(y)∧affordableMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|elderly(x)∧healthyMeal(y)∧affordableMeal(y))",permission
MINISTRY073,Food Ministry,Users requiring halal food may be recommended products that are verified halal and approved by the ministry.,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y)∧approvedByMinistry(y))",permission
MINISTRY074,Food Ministry,Users requiring kosher food may be recommended products that are verified kosher and approved by the ministry.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y)∧approvedByMinistry(y))",permission
MINISTRY075,Food Ministry,Adults may be recommended products that comply with the nutrition guideline and have a nutrition label.,"∀x.∀y.adult(x)∧compliesWithGuideline(y)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧compliesWithGuideline(y)∧hasNutritionLabel(y))",permission
MINISTRY076,Food Ministry,Vulnerable users must be recommended healthy meals that are affordable.,"∀x.∀y.vulnerableUser(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧healthyMeal(y)∧affordableMeal(y))",obligation
MINISTRY077,Food Ministry,Vulnerable users must be recommended affordable meals.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y))",obligation
MINISTRY078,Food Ministry,Vulnerable users must be recommended meals that are healthy or affordable.,"∀x.∀y.vulnerableUser(x)∧(healthyMeal(y)∨affordableMeal(y))->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧(healthyMeal(y)∨affordableMeal(y)))",obligation
MINISTRY079,Food Ministry,Vulnerable users must be recommended approved healthy meals.,"∀x.∀y.vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y))",obligation
MINISTRY080,Food Ministry,Elderly users must be recommended healthy meals.,"∀x.∀y.elderly(x)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|elderly(x)∧healthyMeal(y))",obligation
MINISTRY081,Food Ministry,Elderly users must be recommended healthy meals that are affordable.,"∀x.∀y.elderly(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|elderly(x)∧healthyMeal(y)∧affordableMeal(y))",obligation
MINISTRY082,Food Ministry,Diabetic users must be recommended healthy meals that are safe for diabetic users.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y)∧healthyMeal(y))",obligation
MINISTRY083,Food Ministry,Diabetic users must be recommended affordable meals that are safe for diabetic users.,"∀x.∀y.diabetic(x)∧safeForDiabeticUsers(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧safeForDiabeticUsers(y)∧affordableMeal(y))",obligation
MINISTRY084,Food Ministry,Pregnant users must be recommended healthy meals that are safe for pregnant users.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧healthyMeal(y))",obligation
MINISTRY085,Food Ministry,Pregnant users must be recommended affordable meals that are safe for pregnant users.,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧affordableMeal(y))",obligation
MINISTRY086,Food Ministry,Hypertensive users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y)∧healthyMeal(y))",obligation
MINISTRY087,Food Ministry,Hypertensive users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.hypertensive(x)∧compliesWithGuideline(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧compliesWithGuideline(y)∧affordableMeal(y))",obligation
MINISTRY088,Food Ministry,Children must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.child(x)∧healthyMeal(y)∧compliesWithGuideline(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y)∧compliesWithGuideline(y))",obligation
MINISTRY089,Food Ministry,Children must be recommended healthy meals that are affordable.,"∀x.∀y.child(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|child(x)∧healthyMeal(y)∧affordableMeal(y))",obligation
MINISTRY090,Food Ministry,Adults must be recommended healthy meals that are affordable.,"∀x.∀y.adult(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|adult(x)∧healthyMeal(y)∧affordableMeal(y))",obligation
MINISTRY091,Food Ministry,Vulnerable users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.vulnerableUser(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧compliesWithGuideline(y)∧healthyMeal(y))",obligation
MINISTRY092,Food Ministry,Elderly users must be recommended approved healthy meals.,"∀x.∀y.elderly(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|elderly(x)∧approvedByMinistry(y)∧healthyMeal(y))",obligation
MINISTRY093,Food Ministry,Diabetic users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.diabetic(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧compliesWithGuideline(y)∧healthyMeal(y))",obligation
MINISTRY094,Food Ministry,Hypertensive users must be recommended healthy meals that are affordable.,"∀x.∀y.hypertensive(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧healthyMeal(y)∧affordableMeal(y))",obligation
MINISTRY095,Food Ministry,Pregnant users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.pregnant(x)∧compliesWithGuideline(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧compliesWithGuideline(y)∧healthyMeal(y))",obligation
MINISTRY096,Food Ministry,Vulnerable users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)∧compliesWithGuideline(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y)∧compliesWithGuideline(y))",obligation
MINISTRY097,Food Ministry,Elderly users must be recommended affordable meals that comply with the nutrition guideline.,"∀x.∀y.elderly(x)∧compliesWithGuideline(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|elderly(x)∧compliesWithGuideline(y)∧affordableMeal(y))",obligation
MINISTRY098,Food Ministry,Adults must be recommended approved healthy meals.,"∀x.∀y.adult(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|adult(x)∧approvedByMinistry(y)∧healthyMeal(y))",obligation
