id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,semantic_score,error_type,notes
USER006,User,implication,obligation,Diabetic users should receive low sugar food recommendations,"∀x.∀y.diabetic(x)∧lowSugarFood(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; and the product is low in sugar, then the system is obligated to recommend the product to the user.",,,
USER006,User,dyadic,obligation,Diabetic users should receive low sugar food recommendations,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧lowSugarFood(y))","For every user and product, if all of the following hold: the user is diabetic; and the product is low in sugar, then the system is obligated to recommend the product to the user.",,,
USER007,User,implication,prohibition,Diabetic users should not receive sugary snack recommendations,"∀x.∀y.diabetic(x)∧sugarySnack(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
USER007,User,dyadic,prohibition,Diabetic users should not receive sugary snack recommendations,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧sugarySnack(y))","For every user and product, if all of the following hold: the user is diabetic; and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",,,
USER008,User,implication,permission,Diabetic users may receive certified healthy meal recommendations,"∀x.∀y.diabetic(x)∧healthyMeal(y)∧certifiedHealthy(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is certified healthy; the user is diabetic; and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
USER008,User,dyadic,permission,Diabetic users may receive certified healthy meal recommendations,"∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧healthyMeal(y)∧certifiedHealthy(y))","For every user and product, if all of the following hold: the product is certified healthy; the user is diabetic; and the product is a healthy meal, then the system is permitted to recommend the product to the user.",,,
USER009,User,implication,prohibition,Diabetic users should not receive energy drinks that are high sugar products,"∀x.∀y.diabetic(x)∧energyDrink(y)∧highSugarProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is diabetic; the product is an energy drink; and the product is high in sugar, then the system is prohibited from recommending the product to the user.",,,
USER009,User,dyadic,prohibition,Diabetic users should not receive energy drinks that are high sugar products,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧energyDrink(y)∧highSugarProduct(y))","For every user and product, if all of the following hold: the user is diabetic; the product is an energy drink; and the product is high in sugar, then the system is prohibited from recommending the product to the user.",,,
USER010,User,implication,obligation,Diabetic users should receive affordable low sugar food recommendations,"∀x.∀y.diabetic(x)∧lowSugarFood(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an affordable meal; the user is diabetic; and the product is low in sugar, then the system is obligated to recommend the product to the user.",,,
USER010,User,dyadic,obligation,Diabetic users should receive affordable low sugar food recommendations,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧lowSugarFood(y)∧affordableMeal(y))","For every user and product, if all of the following hold: the product is an affordable meal; the user is diabetic; and the product is low in sugar, then the system is obligated to recommend the product to the user.",,,
USER011,User,implication,obligation,Hypertensive users should receive low salt food recommendations,"∀x.∀y.hypertensive(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is hypertensive; and the product is low in salt, then the system is obligated to recommend the product to the user.",,,
USER011,User,dyadic,obligation,Hypertensive users should receive low salt food recommendations,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧lowSaltFood(y))","For every user and product, if all of the following hold: the user is hypertensive; and the product is low in salt, then the system is obligated to recommend the product to the user.",,,
USER012,User,implication,prohibition,Hypertensive users should not receive salty snack recommendations,"∀x.∀y.hypertensive(x)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is hypertensive; and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER012,User,dyadic,prohibition,Hypertensive users should not receive salty snack recommendations,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧saltySnack(y))","For every user and product, if all of the following hold: the user is hypertensive; and the product is a salty snack, then the system is prohibited from recommending the product to the user.",,,
USER013,User,implication,permission,Hypertensive users may receive healthy low salt meal recommendations,"∀x.∀y.hypertensive(x)∧healthyMeal(y)∧lowSaltFood(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a healthy meal; the user is hypertensive; and the product is low in salt, then the system is permitted to recommend the product to the user.",,,
USER013,User,dyadic,permission,Hypertensive users may receive healthy low salt meal recommendations,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧healthyMeal(y)∧lowSaltFood(y))","For every user and product, if all of the following hold: the product is a healthy meal; the user is hypertensive; and the product is low in salt, then the system is permitted to recommend the product to the user.",,,
USER014,User,implication,prohibition,Users requiring low salt food should not receive high salt products,"∀x.∀y.requiresLowSalt(x)∧highSaltProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is high in salt; and the user requires low-salt food, then the system is prohibited from recommending the product to the user.",,,
USER014,User,dyadic,prohibition,Users requiring low salt food should not receive high salt products,"∀x.∀y.F(recommend(System,y,x)|requiresLowSalt(x)∧highSaltProduct(y))","For every user and product, if all of the following hold: the product is high in salt; and the user requires low-salt food, then the system is prohibited from recommending the product to the user.",,,
USER015,User,implication,obligation,Users requiring low salt food should receive low salt alternatives,"∀x.∀y.requiresLowSalt(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is low in salt; and the user requires low-salt food, then the system is obligated to recommend the product to the user.",,,
USER015,User,dyadic,obligation,Users requiring low salt food should receive low salt alternatives,"∀x.∀y.O(recommend(System,y,x)|requiresLowSalt(x)∧lowSaltFood(y))","For every user and product, if all of the following hold: the product is low in salt; and the user requires low-salt food, then the system is obligated to recommend the product to the user.",,,
USER016,User,implication,obligation,Pregnant users should receive safe meal recommendations,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is pregnant; and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
USER016,User,dyadic,obligation,Pregnant users should receive safe meal recommendations,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y))","For every user and product, if all of the following hold: the user is pregnant; and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",,,
USER017,User,implication,prohibition,Pregnant users should not receive energy drink recommendations,"∀x.∀y.pregnant(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an energy drink; and the user is pregnant, then the system is prohibited from recommending the product to the user.",,,
USER017,User,dyadic,prohibition,Pregnant users should not receive energy drink recommendations,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧energyDrink(y))","For every user and product, if all of the following hold: the product is an energy drink; and the user is pregnant, then the system is prohibited from recommending the product to the user.",,,
USER018,User,implication,permission,Pregnant users may receive mild healthy meal recommendations,"∀x.∀y.pregnant(x)∧mildMeal(y)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a healthy meal; the product is a mild meal; and the user is pregnant, then the system is permitted to recommend the product to the user.",,,
USER018,User,dyadic,permission,Pregnant users may receive mild healthy meal recommendations,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧mildMeal(y)∧healthyMeal(y))","For every user and product, if all of the following hold: the product is a healthy meal; the product is a mild meal; and the user is pregnant, then the system is permitted to recommend the product to the user.",,,
USER019,User,implication,prohibition,Pregnant users should not receive products requiring safety warnings,"∀x.∀y.pregnant(x)∧requiresWarning(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is pregnant; and the product requires a warning, then the system is prohibited from recommending the product to the user.",,,
USER019,User,dyadic,prohibition,Pregnant users should not receive products requiring safety warnings,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧requiresWarning(y))","For every user and product, if all of the following hold: the user is pregnant; and the product requires a warning, then the system is prohibited from recommending the product to the user.",,,
USER020,User,implication,obligation,Pregnant users should receive affordable healthy meal recommendations,"∀x.∀y.pregnant(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an affordable meal; the product is a healthy meal; and the user is pregnant, then the system is obligated to recommend the product to the user.",,,
USER020,User,dyadic,obligation,Pregnant users should receive affordable healthy meal recommendations,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if all of the following hold: the product is an affordable meal; the product is a healthy meal; and the user is pregnant, then the system is obligated to recommend the product to the user.",,,
USER021,User,implication,obligation,Elderly users should receive healthy meal recommendations,"∀x.∀y.elderly(x)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is elderly; and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
USER021,User,dyadic,obligation,Elderly users should receive healthy meal recommendations,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧healthyMeal(y))","For every user and product, if all of the following hold: the user is elderly; and the product is a healthy meal, then the system is obligated to recommend the product to the user.",,,
USER022,User,implication,prohibition,Elderly users should not receive high salt product recommendations,"∀x.∀y.elderly(x)∧highSaltProduct(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is elderly; and the product is high in salt, then the system is prohibited from recommending the product to the user.",,,
USER022,User,dyadic,prohibition,Elderly users should not receive high salt product recommendations,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧highSaltProduct(y))","For every user and product, if all of the following hold: the user is elderly; and the product is high in salt, then the system is prohibited from recommending the product to the user.",,,
USER023,User,implication,permission,Elderly users may receive low sugar food recommendations,"∀x.∀y.elderly(x)∧lowSugarFood(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user is elderly; and the product is low in sugar, then the system is permitted to recommend the product to the user.",,,
USER023,User,dyadic,permission,Elderly users may receive low sugar food recommendations,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧lowSugarFood(y))","For every user and product, if all of the following hold: the user is elderly; and the product is low in sugar, then the system is permitted to recommend the product to the user.",,,
USER024,User,implication,obligation,Elderly users should receive affordable meal recommendations,"∀x.∀y.elderly(x)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an affordable meal; and the user is elderly, then the system is obligated to recommend the product to the user.",,,
USER024,User,dyadic,obligation,Elderly users should receive affordable meal recommendations,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧affordableMeal(y))","For every user and product, if all of the following hold: the product is an affordable meal; and the user is elderly, then the system is obligated to recommend the product to the user.",,,
USER025,User,implication,prohibition,Elderly users should not receive ultra processed food recommendations,"∀x.∀y.elderly(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is elderly; and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",,,
USER025,User,dyadic,prohibition,Elderly users should not receive ultra processed food recommendations,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧ultraProcessedFood(y))","For every user and product, if all of the following hold: the user is elderly; and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",,,
USER026,User,implication,prohibition,Users allergic to nuts should not receive products containing nuts,"∀x.∀y.allergicTo(x,Nuts)∧contains(y,Nuts)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is allergic to nuts; and the product contains nuts, then the system is prohibited from recommending the product to the user.",,,
USER026,User,dyadic,prohibition,Users allergic to nuts should not receive products containing nuts,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧contains(y,Nuts))","For every user and product, if all of the following hold: the user is allergic to nuts; and the product contains nuts, then the system is prohibited from recommending the product to the user.",,,
USER027,User,implication,prohibition,Users allergic to shellfish should not receive products containing shellfish,"∀x.∀y.allergicTo(x,Shellfish)∧contains(y,Shellfish)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user is allergic to shellfish; and the product contains shellfish, then the system is prohibited from recommending the product to the user.",,,
USER027,User,dyadic,prohibition,Users allergic to shellfish should not receive products containing shellfish,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧contains(y,Shellfish))","For every user and product, if all of the following hold: the user is allergic to shellfish; and the product contains shellfish, then the system is prohibited from recommending the product to the user.",,,
USER028,User,implication,obligation,Users allergic to nuts should receive nut free meal recommendations,"∀x.∀y.allergicTo(x,Nuts)∧nutFreeMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is allergic to nuts; and the product is nut-free, then the system is obligated to recommend the product to the user.",,,
USER028,User,dyadic,obligation,Users allergic to nuts should receive nut free meal recommendations,"∀x.∀y.O(recommend(System,y,x)|allergicTo(x,Nuts)∧nutFreeMeal(y))","For every user and product, if all of the following hold: the user is allergic to nuts; and the product is nut-free, then the system is obligated to recommend the product to the user.",,,
USER029,User,implication,permission,Users allergic to shellfish may receive shellfish free meal recommendations,"∀x.∀y.allergicTo(x,Shellfish)∧shellfishFreeMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user is allergic to shellfish; and the product is shellfish-free, then the system is permitted to recommend the product to the user.",,,
USER029,User,dyadic,permission,Users allergic to shellfish may receive shellfish free meal recommendations,"∀x.∀y.P(recommend(System,y,x)|allergicTo(x,Shellfish)∧shellfishFreeMeal(y))","For every user and product, if all of the following hold: the user is allergic to shellfish; and the product is shellfish-free, then the system is permitted to recommend the product to the user.",,,
USER030,User,implication,obligation,Users allergic to nuts or shellfish should receive allergen safe meal recommendations,"∀x.∀y.allergicTo(x,Nuts)∨allergicTo(x,Shellfish)∧allergenSafeMeal(y)->O(recommend(System,y,x))","For every user and product, if either the user is allergic to nuts or both the user is allergic to shellfish and the product is allergen-safe, then the system is obligated to recommend the product to the user.",,,
USER030,User,dyadic,obligation,Users allergic to nuts or shellfish should receive allergen safe meal recommendations,"∀x.∀y.O(recommend(System,y,x)|allergicTo(x,Nuts)∨allergicTo(x,Shellfish)∧allergenSafeMeal(y))","For every user and product, if either the user is allergic to nuts or both the user is allergic to shellfish and the product is allergen-safe, then the system is obligated to recommend the product to the user.",,,
USER031,User,implication,prohibition,Vegan users should not receive non vegan meal recommendations,"∀x.∀y.vegan(x)∧nonVegan(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is non-vegan; and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER031,User,dyadic,prohibition,Vegan users should not receive non vegan meal recommendations,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧nonVegan(y))","For every user and product, if all of the following hold: the product is non-vegan; and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER032,User,implication,obligation,Vegan users should receive vegan meal recommendations,"∀x.∀y.vegan(x)∧veganMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is vegan; and the product is a vegan meal, then the system is obligated to recommend the product to the user.",,,
USER032,User,dyadic,obligation,Vegan users should receive vegan meal recommendations,"∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y))","For every user and product, if all of the following hold: the user is vegan; and the product is a vegan meal, then the system is obligated to recommend the product to the user.",,,
USER033,User,implication,permission,Vegan users may receive plant based meal recommendations,"∀x.∀y.vegan(x)∧plantBasedMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is plant-based; and the user is vegan, then the system is permitted to recommend the product to the user.",,,
USER033,User,dyadic,permission,Vegan users may receive plant based meal recommendations,"∀x.∀y.P(recommend(System,y,x)|vegan(x)∧plantBasedMeal(y))","For every user and product, if all of the following hold: the product is plant-based; and the user is vegan, then the system is permitted to recommend the product to the user.",,,
USER034,User,implication,prohibition,Vegan users should not receive dairy meal recommendations,"∀x.∀y.vegan(x)∧dairyMeal(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a dairy meal; and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER034,User,dyadic,prohibition,Vegan users should not receive dairy meal recommendations,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧dairyMeal(y))","For every user and product, if all of the following hold: the product is a dairy meal; and the user is vegan, then the system is prohibited from recommending the product to the user.",,,
USER035,User,implication,obligation,Vegan users should receive sustainable vegan meal recommendations,"∀x.∀y.vegan(x)∧veganMeal(y)∧sustainable(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is sustainable; the user is vegan; and the product is a vegan meal, then the system is obligated to recommend the product to the user.",,,
USER035,User,dyadic,obligation,Vegan users should receive sustainable vegan meal recommendations,"∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y)∧sustainable(y))","For every user and product, if all of the following hold: the product is sustainable; the user is vegan; and the product is a vegan meal, then the system is obligated to recommend the product to the user.",,,
USER036,User,implication,prohibition,Vegetarian users should not receive meat meal recommendations,"∀x.∀y.vegetarian(x)∧meatMeal(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a meat meal; and the user is vegetarian, then the system is prohibited from recommending the product to the user.",,,
USER036,User,dyadic,prohibition,Vegetarian users should not receive meat meal recommendations,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧meatMeal(y))","For every user and product, if all of the following hold: the product is a meat meal; and the user is vegetarian, then the system is prohibited from recommending the product to the user.",,,
USER037,User,implication,obligation,Vegetarian users should receive vegetarian meal recommendations,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the user is vegetarian; and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",,,
USER037,User,dyadic,obligation,Vegetarian users should receive vegetarian meal recommendations,"∀x.∀y.O(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y))","For every user and product, if all of the following hold: the user is vegetarian; and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",,,
USER038,User,implication,permission,Vegetarian users may receive plant based meal recommendations,"∀x.∀y.vegetarian(x)∧plantBasedMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is plant-based; and the user is vegetarian, then the system is permitted to recommend the product to the user.",,,
USER038,User,dyadic,permission,Vegetarian users may receive plant based meal recommendations,"∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧plantBasedMeal(y))","For every user and product, if all of the following hold: the product is plant-based; and the user is vegetarian, then the system is permitted to recommend the product to the user.",,,
USER039,User,implication,prohibition,Vegetarian users should not receive non vegetarian products,"∀x.∀y.vegetarian(x)∧nonVegetarian(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is non-vegetarian; and the user is vegetarian, then the system is prohibited from recommending the product to the user.",,,
USER039,User,dyadic,prohibition,Vegetarian users should not receive non vegetarian products,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧nonVegetarian(y))","For every user and product, if all of the following hold: the product is non-vegetarian; and the user is vegetarian, then the system is prohibited from recommending the product to the user.",,,
USER040,User,implication,obligation,Vegetarian users should receive affordable vegetarian meals,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is an affordable meal; the user is vegetarian; and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",,,
USER040,User,dyadic,obligation,Vegetarian users should receive affordable vegetarian meals,"∀x.∀y.O(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y)∧affordableMeal(y))","For every user and product, if all of the following hold: the product is an affordable meal; the user is vegetarian; and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",,,
USER041,User,implication,obligation,Users requiring halal food should receive certified halal meal recommendations,"∀x.∀y.requiresHalal(x)∧halalMeal(y)∧certifiedHalal(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is certified halal; the product is a halal meal; and the user requires halal food, then the system is obligated to recommend the product to the user.",,,
USER041,User,dyadic,obligation,Users requiring halal food should receive certified halal meal recommendations,"∀x.∀y.O(recommend(System,y,x)|requiresHalal(x)∧halalMeal(y)∧certifiedHalal(y))","For every user and product, if all of the following hold: the product is certified halal; the product is a halal meal; and the user requires halal food, then the system is obligated to recommend the product to the user.",,,
USER042,User,implication,prohibition,Users requiring halal food should not receive non halal meal recommendations,"∀x.∀y.requiresHalal(x)∧nonHalal(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is non-halal; and the user requires halal food, then the system is prohibited from recommending the product to the user.",,,
USER042,User,dyadic,prohibition,Users requiring halal food should not receive non halal meal recommendations,"∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧nonHalal(y))","For every user and product, if all of the following hold: the product is non-halal; and the user requires halal food, then the system is prohibited from recommending the product to the user.",,,
USER043,User,implication,permission,Users requiring halal food may receive verified halal products,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user requires halal food; and the product has verified halal status, then the system is permitted to recommend the product to the user.",,,
USER043,User,dyadic,permission,Users requiring halal food may receive verified halal products,"∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y))","For every user and product, if all of the following hold: the user requires halal food; and the product has verified halal status, then the system is permitted to recommend the product to the user.",,,
USER044,User,implication,prohibition,Users requiring halal food should not receive products with uncertain halal status,"∀x.∀y.requiresHalal(x)∧uncertainHalalStatus(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user requires halal food; and the product has uncertain halal status, then the system is prohibited from recommending the product to the user.",,,
USER044,User,dyadic,prohibition,Users requiring halal food should not receive products with uncertain halal status,"∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧uncertainHalalStatus(y))","For every user and product, if all of the following hold: the user requires halal food; and the product has uncertain halal status, then the system is prohibited from recommending the product to the user.",,,
USER045,User,implication,permission,Users preferring halal food may receive halal meal recommendations,"∀x.∀y.prefers(x,y)∧halalMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a halal meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER045,User,dyadic,permission,Users preferring halal food may receive halal meal recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧halalMeal(y))","For every user and product, if all of the following hold: the product is a halal meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER046,User,implication,obligation,Users requiring kosher food should receive certified kosher meal recommendations,"∀x.∀y.requiresKosher(x)∧kosherMeal(y)∧certifiedKosher(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is certified kosher; the product is a kosher meal; and the user requires kosher food, then the system is obligated to recommend the product to the user.",,,
USER046,User,dyadic,obligation,Users requiring kosher food should receive certified kosher meal recommendations,"∀x.∀y.O(recommend(System,y,x)|requiresKosher(x)∧kosherMeal(y)∧certifiedKosher(y))","For every user and product, if all of the following hold: the product is certified kosher; the product is a kosher meal; and the user requires kosher food, then the system is obligated to recommend the product to the user.",,,
USER047,User,implication,prohibition,Users requiring kosher food should not receive non kosher meal recommendations,"∀x.∀y.requiresKosher(x)∧nonKosher(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the product is non-kosher; and the user requires kosher food, then the system is prohibited from recommending the product to the user.",,,
USER047,User,dyadic,prohibition,Users requiring kosher food should not receive non kosher meal recommendations,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧nonKosher(y))","For every user and product, if all of the following hold: the product is non-kosher; and the user requires kosher food, then the system is prohibited from recommending the product to the user.",,,
USER048,User,implication,permission,Users requiring kosher food may receive verified kosher products,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the user requires kosher food; and the product has verified kosher status, then the system is permitted to recommend the product to the user.",,,
USER048,User,dyadic,permission,Users requiring kosher food may receive verified kosher products,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))","For every user and product, if all of the following hold: the user requires kosher food; and the product has verified kosher status, then the system is permitted to recommend the product to the user.",,,
USER049,User,implication,prohibition,Users requiring kosher food should not receive products with uncertain kosher status,"∀x.∀y.requiresKosher(x)∧uncertainKosherStatus(y)->F(recommend(System,y,x))","For every user and product, if all of the following hold: the user requires kosher food; and the product has uncertain kosher status, then the system is prohibited from recommending the product to the user.",,,
USER049,User,dyadic,prohibition,Users requiring kosher food should not receive products with uncertain kosher status,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧uncertainKosherStatus(y))","For every user and product, if all of the following hold: the user requires kosher food; and the product has uncertain kosher status, then the system is prohibited from recommending the product to the user.",,,
USER050,User,implication,permission,Users preferring kosher food may receive kosher meal recommendations,"∀x.∀y.prefers(x,y)∧kosherMeal(y)->P(recommend(System,y,x))","For every user and product, if all of the following hold: the product is a kosher meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER050,User,dyadic,permission,Users preferring kosher food may receive kosher meal recommendations,"∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧kosherMeal(y))","For every user and product, if all of the following hold: the product is a kosher meal; and the user prefers the product, then the system is permitted to recommend the product to the user.",,,
USER051,User,implication,obligation,Gluten sensitive users should receive certified gluten free meal recommendations,"∀x.∀y.glutenSensitive(x)∧glutenFreeMeal(y)∧certifiedGlutenFree(y)->O(recommend(System,y,x))","For every user and product, if all of the following hold: the product is certified gluten-free; the product is a gluten-free meal; and the user is gluten-sensitive, then the system is obligated to recommend the product to the user.",,,
USER051,User,dyadic,obligation,Gluten sensitive users should receive certified gluten free meal recommendations,"∀x.∀y.O(recommend(System,y,x)|glutenSensitive(x)∧glutenFreeMeal(y)∧certifiedGlutenFree(y))","For every user and product, if all of the following hold: the product is certified gluten-free; the product is a gluten-free meal; and the user is gluten-sensitive, then the system is obligated to recommend the product to the user.",,,
