id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,auto_semantic_score,auto_error_type,auto_notes,auto_direct_overlap,auto_original_concepts,auto_concept_hits,human_semantic_score,human_error_type,human_notes
USER008,User,implication,permission,Adults may be recommended energy drinks.,"∀x.∀y.adult(x)∧energyDrink(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is an energy drink, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,energy,2,2,,,
USER008,User,dyadic,permission,Adults may be recommended energy drinks.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y))","For every user and product, if the user is an adult and the product is an energy drink, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,energy,2,2,,,
USER009,User,implication,permission,Adults may be recommended spicy meals.,"∀x.∀y.adult(x)∧spicyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is a spicy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,spicy,2,2,,,
USER009,User,dyadic,permission,Adults may be recommended spicy meals.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧spicyMeal(y))","For every user and product, if the user is an adult and the product is a spicy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,spicy,2,2,,,
USER010,User,implication,permission,Adults may be recommended affordable meals.,"∀x.∀y.adult(x)∧affordableMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the product is an affordable meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable,2,2,,,
USER010,User,dyadic,permission,Adults may be recommended affordable meals.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧affordableMeal(y))","For every user and product, if the user is an adult and the product is an affordable meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable,2,2,,,
USER011,User,implication,obligation,Elderly users should be recommended low salt food.,"∀x.∀y.elderly(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if the user is elderly and the product is low in salt, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;low;salt,2,2,,,
USER011,User,dyadic,obligation,Elderly users should be recommended low salt food.,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧lowSaltFood(y))","For every user and product, if the user is elderly and the product is low in salt, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;low;salt,2,2,,,
USER012,User,implication,prohibition,Elderly users should not be recommended salty snacks.,"∀x.∀y.elderly(x)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is elderly and the product is a salty snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;salty,2,2,,,
USER012,User,dyadic,prohibition,Elderly users should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧saltySnack(y))","For every user and product, if the user is elderly and the product is a salty snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;salty,2,2,,,
USER013,User,implication,permission,Elderly users may be recommended healthy meals.,"∀x.∀y.elderly(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;healthy,1,1,,,
USER013,User,dyadic,permission,Elderly users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧healthyMeal(y))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;healthy,1,1,,,
USER014,User,implication,prohibition,Elderly users should not be recommended ultra-processed food.,"∀x.∀y.elderly(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if the user is elderly and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;ultraprocessed,1,1,2,none,Faithful: elderly user + ultra-processed food -> prohibited recommendation is preserved.
USER014,User,dyadic,prohibition,Elderly users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧ultraProcessedFood(y))","For every user and product, if the user is elderly and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;ultraprocessed,1,1,,,
USER015,User,implication,prohibition,Pregnant users should not be recommended energy drinks.,"∀x.∀y.pregnant(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,energy;pregnant,2,2,2,none,Faithful: pregnant user + energy drink -> prohibited recommendation is preserved.
USER015,User,dyadic,prohibition,Pregnant users should not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧energyDrink(y))","For every user and product, if the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,energy;pregnant,2,2,,,
USER016,User,implication,obligation,Pregnant users must be recommended healthy meals.,"∀x.∀y.pregnant(x)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy;pregnant,1,1,,,
USER016,User,dyadic,obligation,Pregnant users must be recommended healthy meals.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy;pregnant,1,1,,,
USER017,User,implication,prohibition,Pregnant users should not be recommended shellfish meals.,"∀x.∀y.pregnant(x)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if the user is pregnant and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant;shellfish,2,2,,,
USER017,User,dyadic,prohibition,Pregnant users should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧shellfishMeal(y))","For every user and product, if the user is pregnant and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant;shellfish,2,2,,,
USER018,User,implication,permission,Pregnant users may be recommended low sugar food.,"∀x.∀y.pregnant(x)∧lowSugarFood(y)->P(recommend(System,y,x))","For every user and product, if the product is low in sugar and the user is pregnant, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,low;pregnant;sugar,2,2,2,none,Faithful: pregnant user + low-sugar food -> permitted recommendation is preserved.
USER018,User,dyadic,permission,Pregnant users may be recommended low sugar food.,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧lowSugarFood(y))","For every user and product, if the product is low in sugar and the user is pregnant, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,low;pregnant;sugar,2,2,,,
USER019,User,implication,prohibition,Diabetic users should not be recommended sugary snacks.,"∀x.∀y.diabetic(x)∧sugarySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;sugary,2,2,,,
USER019,User,dyadic,prohibition,Diabetic users should not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧sugarySnack(y))","For every user and product, if the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;sugary,2,2,,,
USER020,User,implication,obligation,Diabetic users must be recommended low sugar food.,"∀x.∀y.diabetic(x)∧lowSugarFood(y)->O(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is low in sugar, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;low;sugar,2,2,,,
USER020,User,dyadic,obligation,Diabetic users must be recommended low sugar food.,"∀x.∀y.O(recommend(System,y,x)|diabetic(x)∧lowSugarFood(y))","For every user and product, if the user is diabetic and the product is low in sugar, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;low;sugar,2,2,,,
USER021,User,implication,prohibition,Diabetic users should not be recommended energy drinks.,"∀x.∀y.diabetic(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is an energy drink, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;energy,2,2,,,
USER021,User,dyadic,prohibition,Diabetic users should not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧energyDrink(y))","For every user and product, if the user is diabetic and the product is an energy drink, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;energy,2,2,2,none,Faithful: diabetic user + energy drink condition -> prohibited recommendation is preserved.
USER022,User,implication,permission,Diabetic users may be recommended healthy meals.,"∀x.∀y.diabetic(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a healthy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;healthy,1,1,,,
USER022,User,dyadic,permission,Diabetic users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|diabetic(x)∧healthyMeal(y))","For every user and product, if the user is diabetic and the product is a healthy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;healthy,1,1,,,
USER023,User,implication,prohibition,Hypertensive users should not be recommended salty snacks.,"∀x.∀y.hypertensive(x)∧saltySnack(y)->F(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;salty,2,2,,,
USER023,User,dyadic,prohibition,Hypertensive users should not be recommended salty snacks.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧saltySnack(y))","For every user and product, if the user is hypertensive and the product is a salty snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;salty,2,2,,,
USER024,User,implication,obligation,Hypertensive users must be recommended low salt food.,"∀x.∀y.hypertensive(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is low in salt, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;low;salt,2,2,,,
USER024,User,dyadic,obligation,Hypertensive users must be recommended low salt food.,"∀x.∀y.O(recommend(System,y,x)|hypertensive(x)∧lowSaltFood(y))","For every user and product, if the user is hypertensive and the product is low in salt, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;low;salt,2,2,,,
USER025,User,implication,prohibition,Hypertensive users should not be recommended ultra-processed food.,"∀x.∀y.hypertensive(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;ultraprocessed,1,1,,,
USER025,User,dyadic,prohibition,Hypertensive users should not be recommended ultra-processed food.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧ultraProcessedFood(y))","For every user and product, if the user is hypertensive and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;ultraprocessed,1,1,,,
USER026,User,implication,permission,Hypertensive users may be recommended Mediterranean meals.,"∀x.∀y.hypertensive(x)∧mediterraneanMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is hypertensive and the product is a Mediterranean meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;mediterranean,2,2,,,
USER026,User,dyadic,permission,Hypertensive users may be recommended Mediterranean meals.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧mediterraneanMeal(y))","For every user and product, if the user is hypertensive and the product is a Mediterranean meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;mediterranean,2,2,,,
USER027,User,implication,prohibition,Users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.allergicTo(x,Nuts)∧nutSnack(y)->F(recommend(System,y,x))","For every user and product, if the user is allergic to nuts and the product is a nut snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nut;nuts,2,2,,,
USER027,User,dyadic,prohibition,Users allergic to nuts should not be recommended nut snacks.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧nutSnack(y))","For every user and product, if the user is allergic to nuts and the product is a nut snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nut;nuts,2,2,,,
USER028,User,implication,prohibition,Users allergic to nuts should not be recommended food containing nuts.,"∀x.∀y.allergicTo(x,Nuts)∧contains(y,Nuts)->F(recommend(System,y,x))","For every user and product, if the user is allergic to nuts and the product contains nuts, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,,,
USER028,User,dyadic,prohibition,Users allergic to nuts should not be recommended food containing nuts.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧contains(y,Nuts))","For every user and product, if the user is allergic to nuts and the product contains nuts, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,,,
USER029,User,implication,prohibition,Users allergic to shellfish should not be recommended shellfish meals.,"∀x.∀y.allergicTo(x,Shellfish)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if the user is allergic to shellfish and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,Faithful: shellfish-allergic user + shellfish meal -> prohibited recommendation is preserved.
USER029,User,dyadic,prohibition,Users allergic to shellfish should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧shellfishMeal(y))","For every user and product, if the user is allergic to shellfish and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,Faithful: shellfish-allergic user + shellfish meal -> prohibited recommendation is preserved.
USER030,User,implication,prohibition,Users allergic to shellfish should not be recommended food containing shellfish.,"∀x.∀y.allergicTo(x,Shellfish)∧contains(y,Shellfish)->F(recommend(System,y,x))","For every user and product, if the user is allergic to shellfish and the product contains shellfish, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,,,
USER030,User,dyadic,prohibition,Users allergic to shellfish should not be recommended food containing shellfish.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧contains(y,Shellfish))","For every user and product, if the user is allergic to shellfish and the product contains shellfish, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,,,
USER031,User,implication,obligation,Vegan users must be recommended vegan meals.,"∀x.∀y.vegan(x)∧veganMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is vegan and the product is a vegan meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER031,User,dyadic,obligation,Vegan users must be recommended vegan meals.,"∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y))","For every user and product, if the user is vegan and the product is a vegan meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER032,User,implication,prohibition,Vegan users should not be recommended non-vegan products.,"∀x.∀y.vegan(x)∧nonVegan(y)->F(recommend(System,y,x))","For every user and product, if the product is non-vegan and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,nonvegan;vegan,1,1,2,none,Faithful: vegan user + non-vegan product -> prohibited recommendation is preserved.
USER032,User,dyadic,prohibition,Vegan users should not be recommended non-vegan products.,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧nonVegan(y))","For every user and product, if the product is non-vegan and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,nonvegan;vegan,1,1,,,
USER033,User,implication,permission,Vegan users may be recommended sustainable meals.,"∀x.∀y.vegan(x)∧sustainableMeal(y)->P(recommend(System,y,x))","For every user and product, if sustainable meal holds for the product and the user is vegan, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,sustainable;vegan,2,2,,,
USER033,User,dyadic,permission,Vegan users may be recommended sustainable meals.,"∀x.∀y.P(recommend(System,y,x)|vegan(x)∧sustainableMeal(y))","For every user and product, if sustainable meal holds for the product and the user is vegan, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,sustainable;vegan,2,2,,,
USER034,User,implication,permission,Vegetarian users may be recommended vegetarian meals.,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is vegetarian and the product is a vegetarian meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER034,User,dyadic,permission,Vegetarian users may be recommended vegetarian meals.,"∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y))","For every user and product, if the user is vegetarian and the product is a vegetarian meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER035,User,implication,prohibition,Vegetarian users should not be recommended shellfish meals.,"∀x.∀y.vegetarian(x)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if the product is a shellfish meal and the user is vegetarian, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,shellfish;vegetarian,2,2,,,
USER035,User,dyadic,prohibition,Vegetarian users should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧shellfishMeal(y))","For every user and product, if the product is a shellfish meal and the user is vegetarian, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,shellfish;vegetarian,2,2,,,
USER036,User,implication,obligation,Users who require halal food must be recommended halal meals.,"∀x.∀y.requiresHalal(x)∧halalMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is a halal meal and the user requires halal food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,halal,1,1,2,none,Faithful: user requires halal food + halal meal -> obligated recommendation is preserved.
USER036,User,dyadic,obligation,Users who require halal food must be recommended halal meals.,"∀x.∀y.O(recommend(System,y,x)|requiresHalal(x)∧halalMeal(y))","For every user and product, if the product is a halal meal and the user requires halal food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,halal,1,1,2,none,Faithful: user requires halal food + halal meal -> obligated recommendation is preserved.
USER037,User,implication,permission,Users who require halal food may be recommended certified halal products.,"∀x.∀y.requiresHalal(x)∧certifiedHalal(y)->P(recommend(System,y,x))","For every user and product, if the product is certified halal and the user requires halal food, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;halal,2,2,,,
USER037,User,dyadic,permission,Users who require halal food may be recommended certified halal products.,"∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧certifiedHalal(y))","For every user and product, if the product is certified halal and the user requires halal food, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;halal,2,2,,,
USER038,User,implication,obligation,Users who require kosher food must be recommended kosher meals.,"∀x.∀y.requiresKosher(x)∧kosherMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is a kosher meal and the user requires kosher food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,kosher,1,1,,,
USER038,User,dyadic,obligation,Users who require kosher food must be recommended kosher meals.,"∀x.∀y.O(recommend(System,y,x)|requiresKosher(x)∧kosherMeal(y))","For every user and product, if the product is a kosher meal and the user requires kosher food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,kosher,1,1,,,
USER039,User,implication,permission,Users who require kosher food may be recommended certified kosher products.,"∀x.∀y.requiresKosher(x)∧certifiedKosher(y)->P(recommend(System,y,x))","For every user and product, if the product is certified kosher and the user requires kosher food, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;kosher,2,2,,,
USER039,User,dyadic,permission,Users who require kosher food may be recommended certified kosher products.,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧certifiedKosher(y))","For every user and product, if the product is certified kosher and the user requires kosher food, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;kosher,2,2,,,
USER040,User,implication,prohibition,Users who require kosher food should not be recommended shellfish meals.,"∀x.∀y.requiresKosher(x)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if the user requires kosher food and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,kosher;shellfish,2,2,,,
USER040,User,dyadic,prohibition,Users who require kosher food should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧shellfishMeal(y))","For every user and product, if the user requires kosher food and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,kosher;shellfish,2,2,,,
USER041,User,implication,obligation,Users who require gluten-free food must be recommended gluten-free meals.,"∀x.∀y.requiresGlutenFree(x)∧glutenFreeMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is a gluten-free meal and the user requires gluten-free food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,glutenfree,1,1,,,
USER041,User,dyadic,obligation,Users who require gluten-free food must be recommended gluten-free meals.,"∀x.∀y.O(recommend(System,y,x)|requiresGlutenFree(x)∧glutenFreeMeal(y))","For every user and product, if the product is a gluten-free meal and the user requires gluten-free food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,glutenfree,1,1,,,
USER042,User,implication,permission,Users who require gluten-free food may be recommended certified gluten-free products.,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","For every user and product, if the product is certified gluten-free and the user requires gluten-free food, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;glutenfree,2,2,,,
USER042,User,dyadic,permission,Users who require gluten-free food may be recommended certified gluten-free products.,"∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))","For every user and product, if the product is certified gluten-free and the user requires gluten-free food, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;glutenfree,2,2,,,
