id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,auto_semantic_score,auto_error_type,auto_notes,auto_direct_overlap,auto_original_concepts,auto_concept_hits,human_semantic_score,human_error_type,human_notes
INDUSTRY026,Food Industry,implication,obligation,Organic products should be recommended to users interested in sustainable food.,"∀x.∀y.organic(y)∧interestedIn(x,SustainableFood)->O(recommend(System,y,x))","For every user and product, if the user is interested in sustainable food and the product is organic, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,interested;organic;sustainable,2,2,2,none,Faithful: organic product + user interested in sustainable food -> obligated recommendation is preserved.
MINISTRY074,Food Ministry,implication,permission,Users requiring kosher food may be recommended products that are verified kosher and approved by the ministry.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user requires kosher food and the product has verified kosher status, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,approved;kosher;ministry;verified,2,2,2,none,Faithful: user requires kosher food + verified kosher product + ministry approval -> permitted recommendation is preserved.
INDUSTRY050,Food Industry,dyadic,permission,Affordable or discounted products may be recommended.,"∀x.∀y.P(recommend(System,y,x)|affordable(y)∨discounted(y))","For every user and product, if the product is affordable, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable,1,1,1,missing_condition,"Partially preserved: the permission and affordable product condition are preserved, but the discounted product alternative from the original/formula is missing in the backtranslation."
INDUSTRY013,Food Industry,dyadic,obligation,Asian meals should be recommended to users interested in Asian cuisine.,"∀x.∀y.O(recommend(System,y,x)|asianMeal(y)∧interestedIn(x,Asian))","For every user and product, if the product is an Asian meal and the user is interested in Asian cuisine, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,asian;cuisine;interested,1,1,2,none,Faithful: Asian meal + user interested in Asian cuisine -> obligated recommendation is preserved.
MINISTRY031,Food Ministry,implication,prohibition,Users requiring halal food must not be recommended products that are not verified halal.,"∀x.∀y.requiresHalal(x)∧¬verifiedHalal(y)->F(recommend(System,y,x))","For every user and product, if the user requires halal food and it is not the case that the product has verified halal status, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,halal;verified,1,1,2,none,Faithful: user requires halal food + product not verified halal -> prohibited recommendation is preserved.
MINISTRY053,Food Ministry,dyadic,permission,Pregnant users may be recommended products that are safe for pregnant users and carry a safety warning.,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y)∧hasSafetyWarning(y))","For every user and product, if the product has a safety warning and the user is pregnant and the product is safe for pregnant users, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant;safe;warning,2,2,2,none,Faithful: pregnant user + safe-for-pregnant-users product + safety warning -> permitted recommendation is preserved.
INDUSTRY074,Food Industry,dyadic,prohibition,Products containing shellfish must not be recommended to users allergic to shellfish.,"∀x.∀y.F(recommend(System,y,x)|contains(y,Shellfish)∧allergicTo(x,Shellfish))","For every user and product, if the user is allergic to shellfish and the product contains shellfish, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,Faithful: shellfish-containing product + shellfish-allergic user -> prohibited recommendation is preserved.
USER001,User,dyadic,prohibition,Children should not receive energy drink recommendations.,"∀x.∀y.F(recommend(System,y,x)|child(x)∧energyDrink(y))","For every user and product, if the user is a child and the product is an energy drink, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,drink;energy,2,2,2,none,Faithful: child user + energy drink -> prohibited recommendation is preserved.
USER068,User,dyadic,prohibition,Diabetic children should not be recommended sugary snacks.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧child(x)∧sugarySnack(y))","For every user and product, if the user is a child and the user is diabetic and the product is a sugary snack, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;sugary,3,3,2,none,Faithful: diabetic child + sugary snack -> prohibited recommendation is preserved.
MINISTRY031,Food Ministry,dyadic,prohibition,Users requiring halal food must not be recommended products that are not verified halal.,"∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧¬verifiedHalal(y))","For every user and product, if the user requires halal food and it is not the case that the product has verified halal status, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,halal;verified,1,1,2,none,Faithful: user requires halal food + product not verified halal -> prohibited recommendation is preserved.
USER086,User,dyadic,permission,Hypertensive users may be recommended healthy meals.,"∀x.∀y.P(recommend(System,y,x)|hypertensive(x)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the user is hypertensive, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy;hypertensive,1,1,2,none,Faithful: hypertensive user + healthy meal -> permitted recommendation is preserved.
MINISTRY092,Food Ministry,implication,obligation,Elderly users must be recommended approved healthy meals.,"∀x.∀y.elderly(x)∧approvedByMinistry(y)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is approved by the ministry and the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,approved;elderly;healthy,2,2,2,none,Faithful: elderly user + ministry-approved healthy meal -> obligated recommendation is preserved.
INDUSTRY077,Food Industry,implication,prohibition,Products that are not gluten-free certified must not be recommended to users who require gluten-free.,"∀x.∀y.¬certifiedGlutenFree(y)∧requiresGlutenFree(x)->F(recommend(System,y,x))","For every user and product, if the user requires gluten-free food and it is not the case that the product is certified gluten-free, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;glutenfree,2,2,2,none,Faithful: user requires gluten-free food + product not certified gluten-free -> prohibited recommendation is preserved.
MINISTRY095,Food Ministry,dyadic,obligation,Pregnant users must be recommended healthy meals that comply with the nutrition guideline.,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧compliesWithGuideline(y)∧healthyMeal(y))","For every user and product, if the product complies with ministry guidelines and the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy;pregnant,1,1,2,none,Faithful: pregnant user + healthy meal + guideline compliance -> obligated recommendation is preserved.
USER080,User,dyadic,prohibition,Vegan users should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧shellfishMeal(y))","For every user and product, if the product is a shellfish meal and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,shellfish;vegan,2,2,2,none,Faithful: vegan user + shellfish meal -> prohibited recommendation is preserved.
USER029,User,dyadic,prohibition,Users allergic to shellfish should not be recommended shellfish meals.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧shellfishMeal(y))","For every user and product, if the user is allergic to shellfish and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,Faithful: shellfish-allergic user + shellfish meal -> prohibited recommendation is preserved.
INDUSTRY034,Food Industry,dyadic,obligation,Sponsored new products should be recommended.,"∀x.∀y.O(recommend(System,y,x)|newProduct(y)∧sponsored(y))","For every user and product, if the product is new and the product is sponsored, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,new;sponsored,1,1,2,none,Faithful: sponsored new product -> obligated recommendation is preserved.
MINISTRY014,Food Ministry,implication,prohibition,Diabetic users must not be recommended fried meals.,"∀x.∀y.diabetic(x)∧friedMeal(y)->F(recommend(System,y,x))","For every user and product, if the user is diabetic and the product is a fried meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;fried,1,1,2,none,Faithful: diabetic user + fried meal -> prohibited recommendation is preserved.
USER062,User,dyadic,permission,Vegan or vegetarian users may be recommended vegetarian meals.,"∀x.∀y.P(recommend(System,y,x)|(vegan(x)∨vegetarian(x))∧vegetarianMeal(y))","For every user and product, if the user is vegan and the product is a vegetarian meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan;vegetarian,2,2,1,missing_condition,"Partially preserved: the permission and vegan user + vegetarian meal condition are preserved, but the vegetarian user alternative from the original/formula is missing in the backtranslation."
INDUSTRY004,Food Industry,implication,obligation,Local products should be recommended to users interested in local food.,"∀x.∀y.localProduct(y)∧interestedIn(x,LocalFood)->O(recommend(System,y,x))","For every user and product, if the user is interested in local food and the product is local, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,interested;local,1,1,2,none,Faithful: local product + user interested in local food -> obligated recommendation is preserved.
MINISTRY059,Food Ministry,dyadic,permission,Users requiring kosher food may be recommended products that are verified kosher.,"∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))","For every user and product, if the user requires kosher food and the product has verified kosher status, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,kosher;verified,1,1,2,none,Faithful: user requires kosher food + verified kosher product -> permitted recommendation is preserved.
INDUSTRY030,Food Industry,implication,obligation,Certified approved products that are available should be recommended.,"∀x.∀y.certified(y)∧approved(y)∧available(y)->O(recommend(System,y,x))","For every user and product, if the product is approved and the product is available and the product is certified, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,approved;available;certified,3,3,2,none,Faithful: certified + approved + available product -> obligated recommendation is preserved.
INDUSTRY063,Food Industry,dyadic,permission,Available halal-certified products may be recommended.,"∀x.∀y.P(recommend(System,y,x)|certifiedHalal(y)∧available(y))","For every user and product, if the product is available and the product is certified halal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,available,1,1,2,none,Faithful: available halal-certified product -> permitted recommendation is preserved.
USER018,User,implication,permission,Pregnant users may be recommended low sugar food.,"∀x.∀y.pregnant(x)∧lowSugarFood(y)->P(recommend(System,y,x))","For every user and product, if the product is low in sugar and the user is pregnant, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,low;pregnant;sugar,2,2,2,none,Faithful: pregnant user + low-sugar food -> permitted recommendation is preserved.
MINISTRY023,Food Ministry,dyadic,prohibition,Users allergic to nuts must not be recommended products that contain nuts.,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧contains(y,Nuts))","For every user and product, if the user is allergic to nuts and the product contains nuts, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,2,none,Faithful: nut-allergic user + nut-containing product -> prohibited recommendation is preserved.
INDUSTRY006,Food Industry,dyadic,obligation,Discounted products should be recommended to users interested in discounted food.,"∀x.∀y.O(recommend(System,y,x)|discounted(y)∧interestedIn(x,DiscountedFood))","For every user and product, if the product is discounted and the user is interested in discounted food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,discounted;interested,1,1,2,none,Faithful: discounted product + user interested in discounted food -> obligated recommendation is preserved.
INDUSTRY083,Food Industry,dyadic,prohibition,Products that are not available must not be recommended.,"∀x.∀y.F(recommend(System,y,x)|¬available(y))","For every user and product, if it is not the case that the product is available, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,available,1,1,2,none,Faithful: unavailable product -> prohibited recommendation is preserved.
MINISTRY005,Food Ministry,implication,prohibition,Children must not be recommended products that are not approved by the ministry.,"∀x.∀y.child(x)∧¬approvedByMinistry(y)->F(recommend(System,y,x))","For every user and product, if the user is a child and it is not the case that the product is approved by the ministry, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,approved;ministry,2,2,2,none,Faithful: child user + product not approved by the ministry -> prohibited recommendation is preserved.
USER004,User,implication,permission,Children may be recommended healthy meals.,"∀x.∀y.child(x)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is a child and the product is a healthy meal, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy,1,1,2,none,Faithful: child user + healthy meal -> permitted recommendation is preserved.
USER032,User,implication,prohibition,Vegan users should not be recommended non-vegan products.,"∀x.∀y.vegan(x)∧nonVegan(y)->F(recommend(System,y,x))","For every user and product, if the product is non-vegan and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,nonvegan;vegan,1,1,2,none,Faithful: vegan user + non-vegan product -> prohibited recommendation is preserved.
MINISTRY081,Food Ministry,implication,obligation,Elderly users must be recommended healthy meals that are affordable.,"∀x.∀y.elderly(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;elderly;healthy,2,2,2,none,Faithful: elderly user + healthy affordable meal -> obligated recommendation is preserved.
MINISTRY039,Food Ministry,dyadic,prohibition,Pregnant users must not be recommended energy drinks.,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧energyDrink(y))","For every user and product, if the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,energy;pregnant,2,2,2,none,Faithful: pregnant user + energy drink -> prohibited recommendation is preserved.
INDUSTRY099,Food Industry,implication,prohibition,Sponsored products that are unavailable must not be recommended.,"∀x.∀y.¬available(y)∧sponsored(y)->F(recommend(System,y,x))","For every user and product, if the product is sponsored and it is not the case that the product is available, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,sponsored,1,1,2,none,Faithful: sponsored unavailable product -> prohibited recommendation is preserved.
MINISTRY017,Food Ministry,dyadic,prohibition,Hypertensive users must not be recommended products that exceed the salt limit.,"∀x.∀y.F(recommend(System,y,x)|hypertensive(x)∧exceedsSaltLimit(y))","For every user and product, if the product exceeds salt limits and the user is hypertensive, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,hypertensive;salt,2,2,2,none,Faithful: hypertensive user + product exceeding salt limit -> prohibited recommendation is preserved.
MINISTRY014,Food Ministry,dyadic,prohibition,Diabetic users must not be recommended fried meals.,"∀x.∀y.F(recommend(System,y,x)|diabetic(x)∧friedMeal(y))","For every user and product, if the user is diabetic and the product is a fried meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,diabetic;fried,1,1,2,none,Faithful: diabetic user + fried meal -> prohibited recommendation is preserved.
INDUSTRY069,Food Industry,implication,permission,Spicy products may be recommended to adult users interested in Asian cuisine.,"∀x.∀y.spicy(y)∧adult(x)∧interestedIn(x,Asian)->P(recommend(System,y,x))","For every user and product, if the user is an adult and the user is interested in Asian cuisine and the product is spicy, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,adult;asian;cuisine;interested;spicy,3,3,2,none,Faithful: spicy product + adult user interested in Asian cuisine -> permitted recommendation is preserved.
MINISTRY047,Food Ministry,dyadic,permission,Adults may be recommended restricted products that are approved by the ministry.,"∀x.∀y.P(recommend(System,y,x)|adult(x)∧restricted(y)∧approvedByMinistry(y))","For every user and product, if the user is an adult and the product is approved by the ministry and the product is restricted, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,approved;ministry;restricted,3,3,2,none,Faithful: adult user + restricted product approved by the ministry -> permitted recommendation is preserved.
USER029,User,implication,prohibition,Users allergic to shellfish should not be recommended shellfish meals.,"∀x.∀y.allergicTo(x,Shellfish)∧shellfishMeal(y)->F(recommend(System,y,x))","For every user and product, if the user is allergic to shellfish and the product is a shellfish meal, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,Faithful: shellfish-allergic user + shellfish meal -> prohibited recommendation is preserved.
INDUSTRY090,Food Industry,implication,prohibition,Discounted products that are out of stock must not be recommended.,"∀x.∀y.discounted(y)∧¬available(y)->F(recommend(System,y,x))","For every user and product, if the product is discounted and it is not the case that the product is available, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,discounted,1,1,2,none,Faithful: discounted unavailable product -> prohibited recommendation is preserved.
USER014,User,implication,prohibition,Elderly users should not be recommended ultra-processed food.,"∀x.∀y.elderly(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if the user is elderly and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;ultraprocessed,1,1,2,none,Faithful: elderly user + ultra-processed food -> prohibited recommendation is preserved.
