id,stakeholder,formula_type,norm_type,original_nl,formula,backtranslated_nl,auto_semantic_score,auto_error_type,auto_notes,auto_direct_overlap,auto_original_concepts,auto_concept_hits,human_semantic_score,human_error_type,human_notes
USER014,User,implication,prohibition,Users requiring low salt food should not receive high salt products,"∀x.∀y.requiresLowSalt(x)∧highSaltProduct(y)->F(recommend(System,y,x))","For every user and product, if the product is high in salt and the user requires low-salt food, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,high;salt,1,1,,,
USER014,User,dyadic,prohibition,Users requiring low salt food should not receive high salt products,"∀x.∀y.F(recommend(System,y,x)|requiresLowSalt(x)∧highSaltProduct(y))","For every user and product, if the product is high in salt and the user requires low-salt food, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,high;salt,1,1,,,
USER015,User,implication,obligation,Users requiring low salt food should receive low salt alternatives,"∀x.∀y.requiresLowSalt(x)∧lowSaltFood(y)->O(recommend(System,y,x))","For every user and product, if the product is low in salt and the user requires low-salt food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,low;salt,1,1,,,
USER015,User,dyadic,obligation,Users requiring low salt food should receive low salt alternatives,"∀x.∀y.O(recommend(System,y,x)|requiresLowSalt(x)∧lowSaltFood(y))","For every user and product, if the product is low in salt and the user requires low-salt food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,low;salt,1,1,,,
USER016,User,implication,obligation,Pregnant users should receive safe meal recommendations,"∀x.∀y.pregnant(x)∧safeForPregnantUsers(y)->O(recommend(System,y,x))","For every user and product, if the user is pregnant and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant;safe,1,1,,,
USER016,User,dyadic,obligation,Pregnant users should receive safe meal recommendations,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧safeForPregnantUsers(y))","For every user and product, if the user is pregnant and the product is safe for pregnant users, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant;safe,1,1,,,
USER017,User,implication,prohibition,Pregnant users should not receive energy drink recommendations,"∀x.∀y.pregnant(x)∧energyDrink(y)->F(recommend(System,y,x))","For every user and product, if the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,drink;energy;pregnant,2,2,,,
USER017,User,dyadic,prohibition,Pregnant users should not receive energy drink recommendations,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧energyDrink(y))","For every user and product, if the product is an energy drink and the user is pregnant, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,drink;energy;pregnant,2,2,,,
USER018,User,implication,permission,Pregnant users may receive mild healthy meal recommendations,"∀x.∀y.pregnant(x)∧mildMeal(y)∧healthyMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is a healthy meal and the product is a mild meal and the user is pregnant, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy;mild;pregnant,2,2,,,
USER018,User,dyadic,permission,Pregnant users may receive mild healthy meal recommendations,"∀x.∀y.P(recommend(System,y,x)|pregnant(x)∧mildMeal(y)∧healthyMeal(y))","For every user and product, if the product is a healthy meal and the product is a mild meal and the user is pregnant, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,healthy;mild;pregnant,2,2,,,
USER019,User,implication,prohibition,Pregnant users should not receive products requiring safety warnings,"∀x.∀y.pregnant(x)∧requiresWarning(y)->F(recommend(System,y,x))","For every user and product, if the user is pregnant and the product requires a warning, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant,2,2,,,
USER019,User,dyadic,prohibition,Pregnant users should not receive products requiring safety warnings,"∀x.∀y.F(recommend(System,y,x)|pregnant(x)∧requiresWarning(y))","For every user and product, if the user is pregnant and the product requires a warning, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,pregnant,2,2,,,
USER020,User,implication,obligation,Pregnant users should receive affordable healthy meal recommendations,"∀x.∀y.pregnant(x)∧healthyMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;healthy;pregnant,2,2,,,
USER020,User,dyadic,obligation,Pregnant users should receive affordable healthy meal recommendations,"∀x.∀y.O(recommend(System,y,x)|pregnant(x)∧healthyMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the product is a healthy meal and the user is pregnant, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;healthy;pregnant,2,2,,,
USER021,User,implication,obligation,Elderly users should receive healthy meal recommendations,"∀x.∀y.elderly(x)∧healthyMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;healthy,1,1,,,
USER021,User,dyadic,obligation,Elderly users should receive healthy meal recommendations,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧healthyMeal(y))","For every user and product, if the user is elderly and the product is a healthy meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;healthy,1,1,,,
USER022,User,implication,prohibition,Elderly users should not receive high salt product recommendations,"∀x.∀y.elderly(x)∧highSaltProduct(y)->F(recommend(System,y,x))","For every user and product, if the user is elderly and the product is high in salt, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;high;salt,2,2,,,
USER022,User,dyadic,prohibition,Elderly users should not receive high salt product recommendations,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧highSaltProduct(y))","For every user and product, if the user is elderly and the product is high in salt, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;high;salt,2,2,,,
USER023,User,implication,permission,Elderly users may receive low sugar food recommendations,"∀x.∀y.elderly(x)∧lowSugarFood(y)->P(recommend(System,y,x))","For every user and product, if the user is elderly and the product is low in sugar, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;low;sugar,2,2,,,
USER023,User,dyadic,permission,Elderly users may receive low sugar food recommendations,"∀x.∀y.P(recommend(System,y,x)|elderly(x)∧lowSugarFood(y))","For every user and product, if the user is elderly and the product is low in sugar, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly;low;sugar,2,2,,,
USER024,User,implication,obligation,Elderly users should receive affordable meal recommendations,"∀x.∀y.elderly(x)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is elderly, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;elderly,2,2,,,
USER024,User,dyadic,obligation,Elderly users should receive affordable meal recommendations,"∀x.∀y.O(recommend(System,y,x)|elderly(x)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is elderly, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;elderly,2,2,,,
USER025,User,implication,prohibition,Elderly users should not receive ultra processed food recommendations,"∀x.∀y.elderly(x)∧ultraProcessedFood(y)->F(recommend(System,y,x))","For every user and product, if the user is elderly and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly,1,1,,,
USER025,User,dyadic,prohibition,Elderly users should not receive ultra processed food recommendations,"∀x.∀y.F(recommend(System,y,x)|elderly(x)∧ultraProcessedFood(y))","For every user and product, if the user is elderly and the product is ultra-processed, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,elderly,1,1,,,
USER026,User,implication,prohibition,Users allergic to nuts should not receive products containing nuts,"∀x.∀y.allergicTo(x,Nuts)∧contains(y,Nuts)->F(recommend(System,y,x))","For every user and product, if the user is allergic to nuts and the product contains nuts, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,,,
USER026,User,dyadic,prohibition,Users allergic to nuts should not receive products containing nuts,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Nuts)∧contains(y,Nuts))","For every user and product, if the user is allergic to nuts and the product contains nuts, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,,,
USER027,User,implication,prohibition,Users allergic to shellfish should not receive products containing shellfish,"∀x.∀y.allergicTo(x,Shellfish)∧contains(y,Shellfish)->F(recommend(System,y,x))","For every user and product, if the user is allergic to shellfish and the product contains shellfish, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,,,
USER027,User,dyadic,prohibition,Users allergic to shellfish should not receive products containing shellfish,"∀x.∀y.F(recommend(System,y,x)|allergicTo(x,Shellfish)∧contains(y,Shellfish))","For every user and product, if the user is allergic to shellfish and the product contains shellfish, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,,,
USER028,User,implication,obligation,Users allergic to nuts should receive nut free meal recommendations,"∀x.∀y.allergicTo(x,Nuts)∧nutFreeMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is allergic to nuts and the product is nut-free, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,,,
USER028,User,dyadic,obligation,Users allergic to nuts should receive nut free meal recommendations,"∀x.∀y.O(recommend(System,y,x)|allergicTo(x,Nuts)∧nutFreeMeal(y))","For every user and product, if the user is allergic to nuts and the product is nut-free, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;nuts,2,2,,,
USER029,User,implication,permission,Users allergic to shellfish may receive shellfish free meal recommendations,"∀x.∀y.allergicTo(x,Shellfish)∧shellfishFreeMeal(y)->P(recommend(System,y,x))","For every user and product, if the user is allergic to shellfish and the product is shellfish-free, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,QC sample: confirmed semantically equivalent.
USER029,User,dyadic,permission,Users allergic to shellfish may receive shellfish free meal recommendations,"∀x.∀y.P(recommend(System,y,x)|allergicTo(x,Shellfish)∧shellfishFreeMeal(y))","For every user and product, if the user is allergic to shellfish and the product is shellfish-free, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,allergic;shellfish,2,2,2,none,QC sample: confirmed semantically equivalent.
USER030,User,implication,obligation,Users allergic to nuts or shellfish should receive allergen safe meal recommendations,"∀x.∀y.allergicTo(x,Nuts)∨allergicTo(x,Shellfish)∧allergenSafeMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is allergic to nuts)∨allergic to(x, then the system is obligated to recommend the product to the user.",1,partial_concept_overlap,Automatic check found modality agreement but only partial concept overlap.,allergic;nuts,3,2,0,lost_meaning,"Backtranslation is garbled/truncated ('allergic to nuts)∨allergic to(x'); the shellfish disjunct, the allergen-safe-meal condition and the recommended action are all lost. (Formula also has an ∨/∧ precedence bug.)"
USER030,User,dyadic,obligation,Users allergic to nuts or shellfish should receive allergen safe meal recommendations,"∀x.∀y.O(recommend(System,y,x)|allergicTo(x,Nuts)∨allergicTo(x,Shellfish)∧allergenSafeMeal(y))","For every user and product, if the user is allergic to nuts)∨allergic to(x, then the system is obligated to recommend the product to the user.",1,partial_concept_overlap,Automatic check found modality agreement but only partial concept overlap.,allergic;nuts,3,2,0,lost_meaning,"Backtranslation is garbled/truncated ('allergic to nuts)∨allergic to(x'); the shellfish disjunct, the allergen-safe-meal condition and the recommended action are all lost. (Formula also has an ∨/∧ precedence bug.)"
USER031,User,implication,prohibition,Vegan users should not receive non vegan meal recommendations,"∀x.∀y.vegan(x)∧nonVegan(y)->F(recommend(System,y,x))","For every user and product, if the product is non-vegan and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER031,User,dyadic,prohibition,Vegan users should not receive non vegan meal recommendations,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧nonVegan(y))","For every user and product, if the product is non-vegan and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER032,User,implication,obligation,Vegan users should receive vegan meal recommendations,"∀x.∀y.vegan(x)∧veganMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is vegan and the product is a vegan meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER032,User,dyadic,obligation,Vegan users should receive vegan meal recommendations,"∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y))","For every user and product, if the user is vegan and the product is a vegan meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER033,User,implication,permission,Vegan users may receive plant based meal recommendations,"∀x.∀y.vegan(x)∧plantBasedMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is plant-based and the user is vegan, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER033,User,dyadic,permission,Vegan users may receive plant based meal recommendations,"∀x.∀y.P(recommend(System,y,x)|vegan(x)∧plantBasedMeal(y))","For every user and product, if the product is plant-based and the user is vegan, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegan,1,1,,,
USER034,User,implication,prohibition,Vegan users should not receive dairy meal recommendations,"∀x.∀y.vegan(x)∧dairyMeal(y)->F(recommend(System,y,x))","For every user and product, if the product is a dairy meal and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,dairy;vegan,2,2,,,
USER034,User,dyadic,prohibition,Vegan users should not receive dairy meal recommendations,"∀x.∀y.F(recommend(System,y,x)|vegan(x)∧dairyMeal(y))","For every user and product, if the product is a dairy meal and the user is vegan, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,dairy;vegan,2,2,,,
USER035,User,implication,obligation,Vegan users should receive sustainable vegan meal recommendations,"∀x.∀y.vegan(x)∧veganMeal(y)∧sustainable(y)->O(recommend(System,y,x))","For every user and product, if the product is sustainable and the user is vegan and the product is a vegan meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,sustainable;vegan,2,2,,,
USER035,User,dyadic,obligation,Vegan users should receive sustainable vegan meal recommendations,"∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y)∧sustainable(y))","For every user and product, if the product is sustainable and the user is vegan and the product is a vegan meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,sustainable;vegan,2,2,,,
USER036,User,implication,prohibition,Vegetarian users should not receive meat meal recommendations,"∀x.∀y.vegetarian(x)∧meatMeal(y)->F(recommend(System,y,x))","For every user and product, if the product is a meat meal and the user is vegetarian, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,meat;vegetarian,1,1,,,
USER036,User,dyadic,prohibition,Vegetarian users should not receive meat meal recommendations,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧meatMeal(y))","For every user and product, if the product is a meat meal and the user is vegetarian, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,meat;vegetarian,1,1,,,
USER037,User,implication,obligation,Vegetarian users should receive vegetarian meal recommendations,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)->O(recommend(System,y,x))","For every user and product, if the user is vegetarian and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER037,User,dyadic,obligation,Vegetarian users should receive vegetarian meal recommendations,"∀x.∀y.O(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y))","For every user and product, if the user is vegetarian and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER038,User,implication,permission,Vegetarian users may receive plant based meal recommendations,"∀x.∀y.vegetarian(x)∧plantBasedMeal(y)->P(recommend(System,y,x))","For every user and product, if the product is plant-based and the user is vegetarian, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER038,User,dyadic,permission,Vegetarian users may receive plant based meal recommendations,"∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧plantBasedMeal(y))","For every user and product, if the product is plant-based and the user is vegetarian, then the system is permitted to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER039,User,implication,prohibition,Vegetarian users should not receive non vegetarian products,"∀x.∀y.vegetarian(x)∧nonVegetarian(y)->F(recommend(System,y,x))","For every user and product, if the product is non-vegetarian and the user is vegetarian, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER039,User,dyadic,prohibition,Vegetarian users should not receive non vegetarian products,"∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧nonVegetarian(y))","For every user and product, if the product is non-vegetarian and the user is vegetarian, then the system is prohibited from recommending the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,vegetarian,1,1,,,
USER040,User,implication,obligation,Vegetarian users should receive affordable vegetarian meals,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","For every user and product, if the product is an affordable meal and the user is vegetarian and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;vegetarian,2,2,,,
USER040,User,dyadic,obligation,Vegetarian users should receive affordable vegetarian meals,"∀x.∀y.O(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y)∧affordableMeal(y))","For every user and product, if the product is an affordable meal and the user is vegetarian and the product is a vegetarian meal, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,affordable;vegetarian,2,2,,,
USER041,User,implication,obligation,Users requiring halal food should receive certified halal meal recommendations,"∀x.∀y.requiresHalal(x)∧halalMeal(y)∧certifiedHalal(y)->O(recommend(System,y,x))","For every user and product, if the product is certified halal and the product is a halal meal and the user requires halal food, then the system is obligated to recommend the product to the user.",2,none,Automatic check found modality agreement and strong concept overlap.,certified;halal,2,2,,,
