id,stakeholder,nl_norm,implication_formula,dyadic_formula,norm_type
MINISTRY036,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring halal food may receive verified halal products.,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y))",permission
MINISTRY037,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring halal food must not receive non halal products.,"∀x.∀y.requiresHalal(x)∧nonHalal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧nonHalal(y))",prohibition
MINISTRY038,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Users requiring halal food must receive products with verified halal status.,"∀x.∀y.requiresHalal(x)∧halalMeal(y)∧verifiedHalal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresHalal(x)∧halalMeal(y)∧verifiedHalal(y))",obligation
MINISTRY039,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring halal food must not receive products with uncertain halal status.,"∀x.∀y.requiresHalal(x)∧uncertainHalalStatus(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧uncertainHalalStatus(y))",prohibition
MINISTRY040,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Verified halal products may be recommended when labeling is compliant.,"∀x.∀y.verifiedHalal(y)∧compliesWithLabeling(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|verifiedHalal(y)∧compliesWithLabeling(y))",permission
MINISTRY041,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring kosher food may receive verified kosher products.,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))",permission
MINISTRY042,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring kosher food must not receive non kosher products.,"∀x.∀y.requiresKosher(x)∧nonKosher(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧nonKosher(y))",prohibition
MINISTRY043,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Users requiring kosher food must receive products with verified kosher status.,"∀x.∀y.requiresKosher(x)∧kosherMeal(y)∧verifiedKosher(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresKosher(x)∧kosherMeal(y)∧verifiedKosher(y))",obligation
MINISTRY044,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring kosher food must not receive products with uncertain kosher status.,"∀x.∀y.requiresKosher(x)∧uncertainKosherStatus(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧uncertainKosherStatus(y))",prohibition
MINISTRY045,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Verified kosher products may be recommended when labeling is compliant.,"∀x.∀y.verifiedKosher(y)∧compliesWithLabeling(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|verifiedKosher(y)∧compliesWithLabeling(y))",permission
MINISTRY046,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Gluten sensitive users must receive certified gluten free products.,"∀x.∀y.glutenSensitive(x)∧certifiedGlutenFree(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|glutenSensitive(x)∧certifiedGlutenFree(y))",obligation
MINISTRY047,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring gluten free food must not receive products containing gluten.,"∀x.∀y.requiresGlutenFree(x)∧contains(y,Gluten)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresGlutenFree(x)∧contains(y,Gluten))",prohibition
MINISTRY048,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring gluten free food may receive certified gluten free products.,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))",permission
MINISTRY049,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Gluten sensitive users must not receive uncertified gluten free claims.,"∀x.∀y.glutenSensitive(x)∧misleadingClaim(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|glutenSensitive(x)∧misleadingClaim(y))",prohibition
MINISTRY050,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Certified gluten free products must comply with labeling rules.,"∀x.∀y.certifiedGlutenFree(y)∧compliesWithLabeling(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedGlutenFree(y)∧compliesWithLabeling(y))",obligation
MINISTRY051,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Lactose intolerant users must receive certified lactose free products.,"∀x.∀y.lactoseIntolerant(x)∧certifiedLactoseFree(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|lactoseIntolerant(x)∧certifiedLactoseFree(y))",obligation
MINISTRY052,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Users requiring lactose free food must not receive products containing lactose.,"∀x.∀y.requiresLactoseFree(x)∧contains(y,Lactose)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLactoseFree(x)∧contains(y,Lactose))",prohibition
MINISTRY053,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Users requiring lactose free food may receive certified lactose free products.,"∀x.∀y.requiresLactoseFree(x)∧certifiedLactoseFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresLactoseFree(x)∧certifiedLactoseFree(y))",permission
MINISTRY054,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Lactose intolerant users must not receive misleading lactose free claims.,"∀x.∀y.lactoseIntolerant(x)∧misleadingClaim(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|lactoseIntolerant(x)∧misleadingClaim(y))",prohibition
MINISTRY055,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Certified lactose free products must comply with labeling rules.,"∀x.∀y.certifiedLactoseFree(y)∧compliesWithLabeling(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|certifiedLactoseFree(y)∧compliesWithLabeling(y))",obligation
MINISTRY056,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Foods approved by the ministry may be recommended.,"∀x.∀y.approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|approvedByMinistry(y))",permission
MINISTRY057,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Restricted foods must not be recommended.,"∀x.∀y.restricted(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|restricted(y))",prohibition
MINISTRY058,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Foods complying with ministry guidelines should be recommended when suitable.,"∀x.∀y.compliesWithGuideline(y)∧safeFor(x,y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|compliesWithGuideline(y)∧safeFor(x,y))",obligation
MINISTRY059,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Foods without nutrition labels must not be recommended as approved foods.,"∀x.∀y.approvedByMinistry(y)∧¬hasNutritionLabel(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|approvedByMinistry(y)∧¬hasNutritionLabel(y))",prohibition
MINISTRY060,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Foods with nutrition labels may be recommended to adults.,"∀x.∀y.adult(x)∧hasNutritionLabel(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧hasNutritionLabel(y))",permission
MINISTRY061,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products exceeding fat limits must not be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧exceedsFatLimit(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧exceedsFatLimit(y))",prohibition
MINISTRY062,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Vulnerable users must receive foods complying with ministry guidelines.,"∀x.∀y.vulnerableUser(x)∧compliesWithGuideline(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧compliesWithGuideline(y))",obligation
MINISTRY063,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Vulnerable users may receive approved healthy meals.,"∀x.∀y.vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|vulnerableUser(x)∧approvedByMinistry(y)∧healthyMeal(y))",permission
MINISTRY064,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Vulnerable users must not receive unsafe products.,"∀x.∀y.vulnerableUser(x)∧unsafeProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧unsafeProduct(y))",prohibition
MINISTRY065,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Vulnerable users must receive affordable healthy meal options.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y))",obligation
MINISTRY066,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Energy drinks requiring warnings must not be recommended to children.,"∀x.∀y.child(x)∧energyDrink(y)∧requiresWarning(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|child(x)∧energyDrink(y)∧requiresWarning(y))",prohibition
MINISTRY067,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Products requiring safety warnings must include warning labels.,"∀x.∀y.requiresWarning(y)∧hasSafetyWarning(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresWarning(y)∧hasSafetyWarning(y))",obligation
MINISTRY068,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products without required safety warnings must not be recommended.,"∀x.∀y.requiresWarning(y)∧¬hasSafetyWarning(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresWarning(y)∧¬hasSafetyWarning(y))",prohibition
MINISTRY069,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Adults may receive products with safety warnings when warnings are shown.,"∀x.∀y.adult(x)∧hasSafetyWarning(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧hasSafetyWarning(y))",permission
MINISTRY070,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Warning products must not be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧safetyWarningProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vulnerableUser(x)∧safetyWarningProduct(y))",prohibition
MINISTRY071,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Organic products with misleading claims must not be recommended.,"∀x.∀y.organicFood(y)∧misleadingClaim(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|organicFood(y)∧misleadingClaim(y))",prohibition
MINISTRY072,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Sustainable products with misleading claims must not be recommended.,"∀x.∀y.sustainable(y)∧misleadingClaim(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|sustainable(y)∧misleadingClaim(y))",prohibition
MINISTRY073,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Products with verified organic claims may be recommended.,"∀x.∀y.organicFood(y)∧verifiedClaim(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|organicFood(y)∧verifiedClaim(y))",permission
MINISTRY074,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Products with verified sustainability claims may be recommended.,"∀x.∀y.sustainable(y)∧verifiedClaim(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|sustainable(y)∧verifiedClaim(y))",permission
MINISTRY075,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products with misleading nutrition claims must not be recommended.,"∀x.∀y.nutritionClaim(y)∧misleadingClaim(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|nutritionClaim(y)∧misleadingClaim(y))",prohibition
MINISTRY076,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Affordable healthy foods should be recommended to children.,"∀x.∀y.child(x)∧affordableMeal(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|child(x)∧affordableMeal(y)∧healthyMeal(y))",obligation
MINISTRY077,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Affordable ministry approved healthy foods should be recommended to vulnerable users.,"∀x.∀y.vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y)∧approvedByMinistry(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vulnerableUser(x)∧affordableMeal(y)∧healthyMeal(y)∧approvedByMinistry(y))",obligation
MINISTRY078,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Affordable approved foods may be recommended to adults.,"∀x.∀y.adult(x)∧affordableMeal(y)∧approvedByMinistry(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧affordableMeal(y)∧approvedByMinistry(y))",permission
MINISTRY079,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Unaffordable essential foods should not be the only recommended option.,"∀x.∀y.essentialFood(y)∧unaffordable(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|essentialFood(y)∧unaffordable(y))",prohibition
MINISTRY080,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Healthy affordable alternatives should be recommended when restricted foods are present.,"∀x.∀y.healthyMeal(y)∧affordableMeal(y)∧alternativeToRestrictedFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|healthyMeal(y)∧affordableMeal(y)∧alternativeToRestrictedFood(y))",obligation
MINISTRY081,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products banned for children must not be recommended to children.,"∀x.∀y.child(x)∧bannedForChildren(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|child(x)∧bannedForChildren(y))",prohibition
MINISTRY082,Food Ministry,Food Ministry policy permits the recommender to act under this regulatory condition: Products with age restrictions may be recommended to adults.,"∀x.∀y.adult(x)∧ageRestrictedProduct(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧ageRestrictedProduct(y))",permission
MINISTRY083,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Age restricted products must not be recommended to underage users.,"∀x.∀y.underage(x)∧ageRestrictedProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|underage(x)∧ageRestrictedProduct(y))",prohibition
MINISTRY084,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Products suitable for children should be recommended to children when healthy.,"∀x.∀y.child(x)∧suitableForChildren(y)∧healthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|child(x)∧suitableForChildren(y)∧healthyMeal(y))",obligation
MINISTRY085,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: Products unsuitable for children must not be recommended to children.,"∀x.∀y.child(x)∧unsuitableForChildren(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|child(x)∧unsuitableForChildren(y))",prohibition
MINISTRY086,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: High sugar products must not be recommended to users with low sugar requirements.,"∀x.∀y.requiresLowSugar(x)∧highSugarProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLowSugar(x)∧highSugarProduct(y))",prohibition
MINISTRY087,Food Ministry,Food Ministry policy requires the recommender to follow this public-interest rule: Low sugar products should be recommended to users with low sugar requirements.,"∀x.∀y.requiresLowSugar(x)∧lowSugarFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧lowSugarFood(y))",obligation
MINISTRY088,Food Ministry,Food Ministry regulation prohibits the recommender from violating this safety rule: High salt products must not be recommended to users with low salt requirements.,"∀x.∀y.requiresLowSalt(x)∧highSaltProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLowSalt(x)∧highSaltProduct(y))",prohibition
