id,stakeholder,nl_norm,implication_formula,dyadic_formula,norm_type
USER035,User,Vegan users should receive sustainable vegan meal recommendations,"∀x.∀y.vegan(x)∧veganMeal(y)∧sustainable(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vegan(x)∧veganMeal(y)∧sustainable(y))",obligation
USER036,User,Vegetarian users should not receive meat meal recommendations,"∀x.∀y.vegetarian(x)∧meatMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧meatMeal(y))",prohibition
USER037,User,Vegetarian users should receive vegetarian meal recommendations,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y))",obligation
USER038,User,Vegetarian users may receive plant based meal recommendations,"∀x.∀y.vegetarian(x)∧plantBasedMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|vegetarian(x)∧plantBasedMeal(y))",permission
USER039,User,Vegetarian users should not receive non vegetarian products,"∀x.∀y.vegetarian(x)∧nonVegetarian(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|vegetarian(x)∧nonVegetarian(y))",prohibition
USER040,User,Vegetarian users should receive affordable vegetarian meals,"∀x.∀y.vegetarian(x)∧vegetarianMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|vegetarian(x)∧vegetarianMeal(y)∧affordableMeal(y))",obligation
USER041,User,Users requiring halal food should receive certified halal meal recommendations,"∀x.∀y.requiresHalal(x)∧halalMeal(y)∧certifiedHalal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresHalal(x)∧halalMeal(y)∧certifiedHalal(y))",obligation
USER042,User,Users requiring halal food should not receive non halal meal recommendations,"∀x.∀y.requiresHalal(x)∧nonHalal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧nonHalal(y))",prohibition
USER043,User,Users requiring halal food may receive verified halal products,"∀x.∀y.requiresHalal(x)∧verifiedHalal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresHalal(x)∧verifiedHalal(y))",permission
USER044,User,Users requiring halal food should not receive products with uncertain halal status,"∀x.∀y.requiresHalal(x)∧uncertainHalalStatus(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresHalal(x)∧uncertainHalalStatus(y))",prohibition
USER045,User,Users preferring halal food may receive halal meal recommendations,"∀x.∀y.prefers(x,y)∧halalMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧halalMeal(y))",permission
USER046,User,Users requiring kosher food should receive certified kosher meal recommendations,"∀x.∀y.requiresKosher(x)∧kosherMeal(y)∧certifiedKosher(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresKosher(x)∧kosherMeal(y)∧certifiedKosher(y))",obligation
USER047,User,Users requiring kosher food should not receive non kosher meal recommendations,"∀x.∀y.requiresKosher(x)∧nonKosher(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧nonKosher(y))",prohibition
USER048,User,Users requiring kosher food may receive verified kosher products,"∀x.∀y.requiresKosher(x)∧verifiedKosher(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresKosher(x)∧verifiedKosher(y))",permission
USER049,User,Users requiring kosher food should not receive products with uncertain kosher status,"∀x.∀y.requiresKosher(x)∧uncertainKosherStatus(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresKosher(x)∧uncertainKosherStatus(y))",prohibition
USER050,User,Users preferring kosher food may receive kosher meal recommendations,"∀x.∀y.prefers(x,y)∧kosherMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧kosherMeal(y))",permission
USER051,User,Gluten sensitive users should receive certified gluten free meal recommendations,"∀x.∀y.glutenSensitive(x)∧glutenFreeMeal(y)∧certifiedGlutenFree(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|glutenSensitive(x)∧glutenFreeMeal(y)∧certifiedGlutenFree(y))",obligation
USER052,User,Users requiring gluten free food should not receive gluten containing products,"∀x.∀y.requiresGlutenFree(x)∧contains(y,Gluten)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresGlutenFree(x)∧contains(y,Gluten))",prohibition
USER053,User,Users requiring gluten free food may receive certified gluten free products,"∀x.∀y.requiresGlutenFree(x)∧certifiedGlutenFree(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresGlutenFree(x)∧certifiedGlutenFree(y))",permission
USER054,User,Gluten sensitive users should not receive wheat meal recommendations,"∀x.∀y.glutenSensitive(x)∧wheatMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|glutenSensitive(x)∧wheatMeal(y))",prohibition
USER055,User,Users requiring gluten free food should receive gluten free meal recommendations,"∀x.∀y.requiresGlutenFree(x)∧glutenFreeMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresGlutenFree(x)∧glutenFreeMeal(y))",obligation
USER056,User,Lactose intolerant users should receive certified lactose free meal recommendations,"∀x.∀y.lactoseIntolerant(x)∧lactoseFreeMeal(y)∧certifiedLactoseFree(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|lactoseIntolerant(x)∧lactoseFreeMeal(y)∧certifiedLactoseFree(y))",obligation
USER057,User,Users requiring lactose free food should not receive dairy meal recommendations,"∀x.∀y.requiresLactoseFree(x)∧dairyMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLactoseFree(x)∧dairyMeal(y))",prohibition
USER058,User,Users requiring lactose free food may receive lactose free products,"∀x.∀y.requiresLactoseFree(x)∧lactoseFreeMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|requiresLactoseFree(x)∧lactoseFreeMeal(y))",permission
USER059,User,Lactose intolerant users should not receive products containing lactose,"∀x.∀y.lactoseIntolerant(x)∧contains(y,Lactose)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|lactoseIntolerant(x)∧contains(y,Lactose))",prohibition
USER060,User,Users requiring lactose free food should receive certified lactose free products,"∀x.∀y.requiresLactoseFree(x)∧certifiedLactoseFree(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresLactoseFree(x)∧certifiedLactoseFree(y))",obligation
USER061,User,Users preferring organic food should receive organic food recommendations,"∀x.∀y.prefers(x,y)∧organicFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧organicFood(y))",obligation
USER062,User,Users preferring sustainable food should receive sustainable meal recommendations,"∀x.∀y.prefers(x,y)∧sustainable(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧sustainable(y))",obligation
USER063,User,Users preferring affordable food should receive affordable meal recommendations,"∀x.∀y.prefers(x,y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧affordableMeal(y))",obligation
USER064,User,Users avoiding ultra processed food should not receive ultra processed food recommendations,"∀x.∀y.avoids(x,y)∧ultraProcessedFood(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧ultraProcessedFood(y))",prohibition
USER065,User,Users preferring local products may receive local food recommendations,"∀x.∀y.prefers(x,y)∧localProduct(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧localProduct(y))",permission
USER066,User,Users preferring spicy food may receive spicy meal recommendations,"∀x.∀y.prefers(x,y)∧spicyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧spicyMeal(y))",permission
USER067,User,Users avoiding spicy food should receive mild meal recommendations,"∀x.∀y.avoids(x,y)∧spicyMeal(y)∧mildMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|avoids(x,y)∧spicyMeal(y)∧mildMeal(y))",obligation
USER068,User,Users preferring mild food may receive mild meal recommendations,"∀x.∀y.prefers(x,y)∧mildMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧mildMeal(y))",permission
USER069,User,Users avoiding sugary snacks should not receive sugary snack recommendations,"∀x.∀y.avoids(x,y)∧sugarySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧sugarySnack(y))",prohibition
USER070,User,Users avoiding salty snacks should not receive salty snack recommendations,"∀x.∀y.avoids(x,y)∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧saltySnack(y))",prohibition
USER071,User,Users preferring Mediterranean cuisine should receive Mediterranean meal recommendations,"∀x.∀y.prefers(x,y)∧mediterraneanMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧mediterraneanMeal(y))",obligation
USER072,User,Users preferring Asian cuisine may receive Asian meal recommendations,"∀x.∀y.prefers(x,y)∧asianMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧asianMeal(y))",permission
USER073,User,Users preferring affordable Mediterranean meals should receive affordable Mediterranean recommendations,"∀x.∀y.prefers(x,y)∧mediterraneanMeal(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧mediterraneanMeal(y)∧affordableMeal(y))",obligation
USER074,User,Users preferring sustainable Asian meals may receive sustainable Asian recommendations,"∀x.∀y.prefers(x,y)∧asianMeal(y)∧sustainable(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧asianMeal(y)∧sustainable(y))",permission
USER075,User,Users avoiding shellfish meals should not receive shellfish meal recommendations,"∀x.∀y.avoids(x,y)∧shellfishMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧shellfishMeal(y))",prohibition
USER076,User,Adult users may receive energy drink recommendations,"∀x.∀y.adult(x)∧energyDrink(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧energyDrink(y))",permission
USER077,User,Adult users may receive spicy meal recommendations,"∀x.∀y.adult(x)∧spicyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧spicyMeal(y))",permission
USER078,User,Adult users should receive nutrition labeled food recommendations when available,"∀x.∀y.adult(x)∧hasNutritionLabel(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|adult(x)∧hasNutritionLabel(y))",obligation
USER079,User,Adult users avoiding high sugar products should not receive high sugar recommendations,"∀x.∀y.adult(x)∧avoids(x,y)∧highSugarProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|adult(x)∧avoids(x,y)∧highSugarProduct(y))",prohibition
USER080,User,Adult users preferring organic products may receive organic recommendations,"∀x.∀y.adult(x)∧prefers(x,y)∧organicFood(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|adult(x)∧prefers(x,y)∧organicFood(y))",permission
USER081,User,Users with low sugar requirements should receive low sugar food recommendations,"∀x.∀y.requiresLowSugar(x)∧lowSugarFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧lowSugarFood(y))",obligation
USER082,User,Users with low sugar requirements should not receive high sugar products,"∀x.∀y.requiresLowSugar(x)∧highSugarProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLowSugar(x)∧highSugarProduct(y))",prohibition
USER083,User,Users with low salt requirements should receive affordable low salt food recommendations,"∀x.∀y.requiresLowSalt(x)∧lowSaltFood(y)∧affordableMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresLowSalt(x)∧lowSaltFood(y)∧affordableMeal(y))",obligation
USER084,User,Users with low salt requirements should not receive high salt salty snacks,"∀x.∀y.requiresLowSalt(x)∧highSaltProduct(y)∧saltySnack(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|requiresLowSalt(x)∧highSaltProduct(y)∧saltySnack(y))",prohibition
USER085,User,Users with health goals may receive healthy meal recommendations,"∀x.∀y.hasHealthGoal(x)∧healthyMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|hasHealthGoal(x)∧healthyMeal(y))",permission
USER086,User,Users preferring protein rich meals should receive protein rich meal recommendations,"∀x.∀y.prefers(x,y)∧proteinRichMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧proteinRichMeal(y))",obligation
USER087,User,Users avoiding fried meals should not receive fried meal recommendations,"∀x.∀y.avoids(x,y)∧friedMeal(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧friedMeal(y))",prohibition
USER088,User,Users preferring low fat meals may receive low fat meal recommendations,"∀x.∀y.prefers(x,y)∧lowFatMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧lowFatMeal(y))",permission
USER089,User,Users requiring heart healthy food should receive heart healthy meal recommendations,"∀x.∀y.requiresHeartHealthy(x)∧heartHealthyMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresHeartHealthy(x)∧heartHealthyMeal(y))",obligation
USER090,User,Users avoiding caffeine should not receive caffeinated product recommendations,"∀x.∀y.avoids(x,y)∧caffeinatedProduct(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧caffeinatedProduct(y))",prohibition
USER091,User,Users preferring environmentally sustainable products should receive sustainable recommendations,"∀x.∀y.prefers(x,y)∧sustainable(y)∧environmentFriendly(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧sustainable(y)∧environmentFriendly(y))",obligation
USER092,User,Users preferring budget meals may receive discounted meal recommendations,"∀x.∀y.prefers(x,y)∧discountedMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧discountedMeal(y))",permission
USER093,User,Users avoiding allergens should not receive products containing undeclared allergens,"∀x.∀y.avoids(x,y)∧containsUndeclaredAllergen(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧containsUndeclaredAllergen(y))",prohibition
USER094,User,Users requiring certified products should receive certified product recommendations,"∀x.∀y.requiresCertifiedProduct(x)∧certified(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresCertifiedProduct(x)∧certified(y))",obligation
USER095,User,Users avoiding non certified products should not receive uncertified recommendations,"∀x.∀y.avoids(x,y)∧¬certified(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧¬certified(y))",prohibition
USER096,User,Users preferring fresh food should receive fresh meal recommendations,"∀x.∀y.prefers(x,y)∧freshMeal(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|prefers(x,y)∧freshMeal(y))",obligation
USER097,User,Users avoiding processed meat should not receive processed meat recommendations,"∀x.∀y.avoids(x,y)∧processedMeat(y)->F(recommend(System,y,x))","∀x.∀y.F(recommend(System,y,x)|avoids(x,y)∧processedMeat(y))",prohibition
USER098,User,Users preferring plant based meals may receive plant based recommendations,"∀x.∀y.prefers(x,y)∧plantBasedMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧plantBasedMeal(y))",permission
USER099,User,Users with combined low sugar and low salt needs should receive meals satisfying both needs,"∀x.∀y.requiresLowSugar(x)∧requiresLowSalt(x)∧lowSugarFood(y)∧lowSaltFood(y)->O(recommend(System,y,x))","∀x.∀y.O(recommend(System,y,x)|requiresLowSugar(x)∧requiresLowSalt(x)∧lowSugarFood(y)∧lowSaltFood(y))",obligation
USER100,User,Users preferring seasonal food may receive seasonal meal recommendations,"∀x.∀y.prefers(x,y)∧seasonalMeal(y)->P(recommend(System,y,x))","∀x.∀y.P(recommend(System,y,x)|prefers(x,y)∧seasonalMeal(y))",permission
