id,stakeholder,formulation_type,nl_norm,logic_formula
INDUSTRY058,Food Industry,dyadic_prohibition,Children should not receive premium restricted promotions,"∀x.F(recommend(System,PremiumMeal)|child(x)∧restricted(RestrictedFood))"
INDUSTRY059,Food Industry,implication_obligation,Users interested in discounted food should receive discounted food recommendations,"∀x.interestedIn(x,DiscountedFood)->O(recommend(System,DiscountedFood))"
INDUSTRY060,Food Industry,implication_permission,Users interested in sustainable food may receive sustainable meal recommendations,"∀x.interestedIn(x,SustainableFood)->P(recommend(System,SustainableMeal))"
INDUSTRY061,Food Industry,implication_prohibition,Users avoiding sponsored products should not receive sponsored promotions,"∀x.avoids(x,SponsoredProduct)->F(recommend(System,SponsoredProduct))"
INDUSTRY062,Food Industry,simple_obligation,The system should surface new products,∀x.O(newProduct(NewProduct))
INDUSTRY063,Food Industry,simple_permission,The system may recommend seasonal food,"∀x.P(recommend(System,SeasonalFood))"
INDUSTRY064,Food Industry,simple_prohibition,The system should not recommend restricted food,∀x.F(restricted(RestrictedFood))
INDUSTRY065,Food Industry,dyadic_obligation,Halal certified meals should be recommended to users requiring halal food,"∀x.O(recommend(System,HalalMeal)|requiresHalal(x)∧certifiedHalal(HalalMeal))"
INDUSTRY066,Food Industry,dyadic_permission,Halal certified meals may be included in market segment recommendations,"∀x.P(recommend(System,HalalMeal)|certifiedHalal(HalalMeal)∧available(SponsoredProduct))"
INDUSTRY067,Food Industry,dyadic_prohibition,Halal meals lacking certification should not be recommended to halal users,"∀x.F(recommend(System,HalalMeal)|requiresHalal(x)∧¬certifiedHalal(HalalMeal))"
INDUSTRY068,Food Industry,implication_obligation,Kosher certified products should be promoted to kosher market segments,"∀x.requiresKosher(x)∧certifiedKosher(KosherMeal)->O(recommend(System,KosherMeal))"
INDUSTRY069,Food Industry,implication_permission,Gluten free certified products may be promoted to gluten free users,"∀x.requiresGlutenFree(x)∧certifiedGlutenFree(GlutenFreeMeal)->P(recommend(System,GlutenFreeMeal))"
INDUSTRY070,Food Industry,implication_prohibition,Gluten sensitive users should not receive products without gluten free certification,"∀x.glutenSensitive(x)∧¬certifiedGlutenFree(GlutenFreeMeal)->F(recommend(System,GlutenFreeMeal))"
INDUSTRY071,Food Industry,dyadic_obligation,Users interested in Asian cuisine should receive Asian meal recommendations,"∀x.O(recommend(System,AsianMeal)|interestedIn(x,Asian)∧cuisine(AsianMeal,Asian))"
INDUSTRY072,Food Industry,dyadic_permission,Mediterranean meals may be recommended to users interested in Mediterranean cuisine,"∀x.P(recommend(System,MediterraneanMeal)|interestedIn(x,Mediterranean)∧cuisine(MediterraneanMeal,Mediterranean))"
INDUSTRY073,Food Industry,dyadic_prohibition,Users avoiding spicy meals should not receive spicy meal recommendations,"∀x.F(recommend(System,SpicyMeal)|avoids(x,SpicyMeal)∧spicy(SpicyMeal))"
INDUSTRY074,Food Industry,implication_obligation,Users preferring mild meals should receive mild meal recommendations,"∀x.prefers(x,MildMeal)∧mild(MildMeal)->O(recommend(System,MildMeal))"
INDUSTRY075,Food Industry,implication_permission,Spicy meal fans may receive spicy meal recommendations,"∀x.prefers(x,SpicyMeal)->P(recommend(System,SpicyMeal))"
INDUSTRY076,Food Industry,implication_prohibition,Shellfish allergic users should not receive shellfish product campaigns,"∀x.allergicTo(x,Shellfish)->F(recommend(System,ShellfishMeal))"
INDUSTRY077,Food Industry,simple_obligation,The system should recommend available local products,∀x.O(available(LocalProduct))
INDUSTRY078,Food Industry,simple_permission,The system may recommend organic food,"∀x.P(recommend(System,OrganicFood))"
INDUSTRY079,Food Industry,simple_prohibition,The system should not recommend nut snacks to allergic users,"∀x.F(contains(NutSnack,Nuts))"
INDUSTRY080,Food Industry,dyadic_obligation,Premium customers should receive premium product recommendations when premium products are available,"∀x.O(recommend(System,PremiumMeal)|premiumCustomer(x)∧premiumProduct(PremiumMeal))"
INDUSTRY081,Food Industry,dyadic_permission,Loyal customers may receive discounted seasonal food recommendations,"∀x.P(recommend(System,SeasonalFood)|loyalCustomer(x)∧discounted(DiscountedFood))"
INDUSTRY082,Food Industry,dyadic_prohibition,Users avoiding discounted food should not receive discounted food recommendations,"∀x.F(recommend(System,DiscountedFood)|avoids(x,DiscountedFood))"
INDUSTRY083,Food Industry,implication_obligation,Sponsored products should be recommended to eligible market segments,"∀x.eligible(x)∧sponsored(SponsoredProduct)->O(recommend(System,SponsoredProduct))"
INDUSTRY084,Food Industry,implication_permission,Certified meals may be recommended to adults,"∀x.adult(x)∧certified(CertifiedMeal)->P(recommend(System,CertifiedMeal))"
INDUSTRY085,Food Industry,implication_prohibition,Restricted foods should not be recommended to ineligible users,"∀x.¬eligible(x)∧restricted(RestrictedFood)->F(recommend(System,RestrictedFood))"
INDUSTRY086,Food Industry,dyadic_obligation,Users interested in local food should receive local products when they are available,"∀x.O(recommend(System,LocalProduct)|interestedIn(x,LocalFood)∧available(LocalProduct))"
INDUSTRY087,Food Industry,dyadic_permission,New products may be recommended to users interested in new products,"∀x.P(recommend(System,NewProduct)|interestedIn(x,NewProduct)∧newProduct(NewProduct))"
INDUSTRY088,Food Industry,dyadic_prohibition,Nut snacks should not be recommended to users who avoid nut snacks,"∀x.F(recommend(System,NutSnack)|avoids(x,NutSnack)∧contains(NutSnack,Nuts))"
INDUSTRY089,Food Industry,implication_obligation,Affordable products should be promoted when users prefer affordable meals,"∀x.prefers(x,AffordableMeal)∧affordable(AffordableMeal)->O(recommend(System,AffordableMeal))"
INDUSTRY090,Food Industry,implication_permission,Sustainable products may be recommended when sustainable positioning is active,"∀x.sustainable(SustainableMeal)∧available(SponsoredProduct)->P(recommend(System,SustainableMeal))"
INDUSTRY091,Food Industry,implication_prohibition,Products unsafe for a user should not be recommended,"∀x.¬safeFor(x,FoodItem)->F(recommend(System,FoodItem))"
INDUSTRY092,Food Industry,simple_obligation,The system should support sustainable product visibility,∀x.O(sustainable(SustainableMeal))
INDUSTRY093,Food Industry,simple_permission,The system may recommend certified halal meals,"∀x.P(recommend(System,HalalMeal))"
INDUSTRY094,Food Industry,simple_prohibition,The system should not promote products containing shellfish to allergic users,"∀x.F(contains(ShellfishMeal,Shellfish))"
INDUSTRY095,Food Industry,dyadic_obligation,Gluten free certified meals should be recommended to users requiring gluten free food,"∀x.O(recommend(System,GlutenFreeMeal)|requiresGlutenFree(x)∧certifiedGlutenFree(GlutenFreeMeal))"
INDUSTRY096,Food Industry,dyadic_permission,Lactose free certified meals may be recommended to users requiring lactose free food,"∀x.P(recommend(System,LactoseFreeMeal)|requiresLactoseFree(x)∧certifiedLactoseFree(LactoseFreeMeal))"
INDUSTRY097,Food Industry,dyadic_prohibition,Uncertified lactose free products should not be recommended to users requiring lactose free food,"∀x.F(recommend(System,LactoseFreeMeal)|requiresLactoseFree(x)∧¬certifiedLactoseFree(LactoseFreeMeal))"
INDUSTRY098,Food Industry,implication_obligation,Organic product seekers should receive organic food recommendations,"∀x.prefers(x,OrganicFood)∧organic(OrganicFood)->O(recommend(System,OrganicFood))"
INDUSTRY099,Food Industry,implication_permission,Mediterranean meal promotions may target users interested in Mediterranean cuisine,"∀x.interestedIn(x,Mediterranean)->P(recommend(System,MediterraneanMeal))"
INDUSTRY100,Food Industry,implication_prohibition,Children should not receive restricted sponsored product recommendations,"∀x.child(x)∧restricted(RestrictedFood)->F(recommend(System,SponsoredProduct))"
