id,stakeholder,formulation_type,nl_norm,logic_formula
USER025,User,implication_obligation,Users who require low sugar or are diabetic should receive low sugar food recommendations,"∀x.requiresLowSugar(x)∨diabetic(x)->O(recommend(System,LowSugarFood))"
USER026,User,simple_permission,Users may receive low sugar food recommendations,"∀x.P(recommend(System,LowSugarFood))"
USER027,User,simple_obligation,Users should receive nutritious healthy meal recommendations,"∀x.O(nutritious(HealthyMeal))"
USER028,User,simple_prohibition,Users should not receive ultra processed food recommendations,"∀x.F(recommend(System,UltraProcessedFood))"
USER029,User,dyadic_prohibition,Users allergic to nuts should not receive food that contains nuts,"∀x.F(recommend(System,NutSnack)|allergicTo(x,Nuts)∧contains(NutSnack,Nuts))"
USER030,User,dyadic_prohibition,Users allergic to shellfish should not receive food that contains shellfish,"∀x.F(recommend(System,ShellfishMeal)|allergicTo(x,Shellfish)∧contains(ShellfishMeal,Shellfish))"
USER031,User,dyadic_obligation,Users avoiding salty snacks should receive low salt food recommendations,"∀x.O(recommend(System,LowSaltFood)|avoids(x,SaltySnack))"
USER032,User,dyadic_permission,Vegetarian adults may receive vegetarian meal recommendations,"∀x.P(recommend(System,VegetarianMeal)|vegetarian(x)∧adult(x))"
USER033,User,implication_prohibition,Vegan users should not receive shellfish meal recommendations,"∀x.vegan(x)->F(recommend(System,ShellfishMeal))"
USER034,User,implication_obligation,Vegan users should receive plant based vegan meal recommendations,"∀x.vegan(x)∧plantBased(VeganMeal)->O(recommend(System,VeganMeal))"
USER035,User,implication_permission,Users who prefer low salt food may receive low salt food recommendations,"∀x.prefers(x,LowSaltFood)->P(recommend(System,LowSaltFood))"
USER036,User,dyadic_prohibition,Children should not receive ultra processed food recommendations,"∀x.F(recommend(System,UltraProcessedFood)|child(x))"
USER037,User,dyadic_obligation,Pregnant users should receive healthy meal recommendations,"∀x.O(recommend(System,HealthyMeal)|pregnant(x))"
USER038,User,dyadic_permission,Adults without shellfish allergy may receive shellfish meal recommendations,"∀x.P(recommend(System,ShellfishMeal)|adult(x)∧¬allergicTo(x,Shellfish))"
USER039,User,implication_prohibition,Pregnant users should not receive energy drink recommendations,"∀x.pregnant(x)->F(recommend(System,EnergyDrink))"
USER040,User,implication_obligation,Hypertensive users who prefer healthy meals should receive healthy meal recommendations,"∀x.hypertensive(x)∧prefers(x,HealthyMeal)->O(recommend(System,HealthyMeal))"
USER041,User,implication_permission,Adult users who prefer energy drinks may receive energy drink recommendations,"∀x.adult(x)∧prefers(x,EnergyDrink)->P(recommend(System,EnergyDrink))"
USER042,User,simple_obligation,Users should receive approved healthy food recommendations,"∀x.O(recommend(System,ApprovedFood)∧healthy(HealthyMeal))"
USER043,User,simple_permission,Users may receive vegetarian meal recommendations,"∀x.P(recommend(System,VegetarianMeal))"
USER044,User,simple_prohibition,Users should not receive high sugar energy drink recommendations,"∀x.F(highSugar(EnergyDrink))"
USER045,User,dyadic_obligation,Children should receive healthy meal recommendations,"∀x.O(recommend(System,HealthyMeal)|child(x))"
USER046,User,dyadic_permission,Users may receive sugary snacks when they are adults and do not require low sugar,"∀x.P(recommend(System,SugarySnack)|adult(x)∧¬requiresLowSugar(x))"
USER047,User,dyadic_prohibition,Diabetic users should not receive energy drink recommendations when energy drinks are high sugar,"∀x.F(recommend(System,EnergyDrink)|diabetic(x)∧highSugar(EnergyDrink))"
USER048,User,implication_obligation,Users avoiding sugary snacks should receive low sugar food recommendations,"∀x.avoids(x,SugarySnack)->O(recommend(System,LowSugarFood))"
USER049,User,implication_permission,Users who prefer healthy meals or vegetarian meals may receive healthy meal recommendations,"∀x.prefers(x,HealthyMeal)∨prefers(x,VegetarianMeal)->P(recommend(System,HealthyMeal))"
USER050,User,implication_prohibition,Users requiring low salt and avoiding salty snacks should not receive salty snack recommendations,"∀x.requiresLowSalt(x)∧avoids(x,SaltySnack)->F(recommend(System,SaltySnack))"
USER051,User,dyadic_obligation,Users allergic to nuts should receive healthy meal recommendations instead of nut snacks,"∀x.O(recommend(System,HealthyMeal)|allergicTo(x,Nuts))"
USER052,User,dyadic_permission,Users may receive low sugar food when they require low sugar or are diabetic,"∀x.P(recommend(System,LowSugarFood)|requiresLowSugar(x)∨diabetic(x))"
USER053,User,dyadic_prohibition,Vegetarian users should not receive shellfish meal recommendations,"∀x.F(recommend(System,ShellfishMeal)|vegetarian(x))"
USER054,User,implication_obligation,Elderly users who require low sugar should receive low sugar food recommendations,"∀x.elderly(x)∧requiresLowSugar(x)->O(recommend(System,LowSugarFood))"
USER055,User,implication_permission,Users who avoid energy drinks may still receive healthy meal recommendations,"∀x.avoids(x,EnergyDrink)->P(recommend(System,HealthyMeal))"
USER056,User,implication_prohibition,Children who are allergic to nuts should not receive nut snack recommendations,"∀x.child(x)∧allergicTo(x,Nuts)->F(recommend(System,NutSnack))"
USER057,User,simple_obligation,Users should receive low salt food recommendations,"∀x.O(recommend(System,LowSaltFood))"
USER058,User,simple_permission,Users may receive vegan meal recommendations,"∀x.P(recommend(System,VeganMeal))"
USER059,User,simple_prohibition,Users should not receive shellfish meal recommendations by default,"∀x.F(recommend(System,ShellfishMeal))"
USER060,User,dyadic_obligation,Diabetic users should receive healthy meal recommendations when healthy meals are nutritious,"∀x.O(recommend(System,HealthyMeal)|diabetic(x)∧nutritious(HealthyMeal))"
USER061,User,dyadic_permission,Adults may receive approved food when approved food is healthy,"∀x.P(recommend(System,ApprovedFood)|adult(x)∧healthy(HealthyMeal))"
USER062,User,dyadic_prohibition,Users who avoid restricted food should not receive restricted food recommendations,"∀x.F(recommend(System,RestrictedFood)|avoids(x,RestrictedFood))"
USER063,User,implication_obligation,Pregnant users who avoid ultra processed food should receive healthy meal recommendations,"∀x.pregnant(x)∧avoids(x,UltraProcessedFood)->O(recommend(System,HealthyMeal))"
USER064,User,implication_permission,Vegetarian users who prefer low salt food may receive low salt food recommendations,"∀x.vegetarian(x)∧prefers(x,LowSaltFood)->P(recommend(System,LowSaltFood))"
USER065,User,implication_prohibition,Users allergic to shellfish and avoiding shellfish meals should not receive shellfish meal recommendations,"∀x.allergicTo(x,Shellfish)∧avoids(x,ShellfishMeal)->F(recommend(System,ShellfishMeal))"
USER066,User,dyadic_obligation,Users requiring low sugar should receive healthy meal recommendations,"∀x.O(recommend(System,HealthyMeal)|requiresLowSugar(x))"
USER067,User,dyadic_permission,Users may receive approved food when they are adult or elderly,"∀x.P(recommend(System,ApprovedFood)|adult(x)∨elderly(x))"
USER068,User,dyadic_prohibition,Users requiring low salt should not receive salty snack recommendations,"∀x.F(recommend(System,SaltySnack)|requiresLowSalt(x))"
USER069,User,implication_obligation,Users who prefer low sugar food should receive low sugar food recommendations,"∀x.prefers(x,LowSugarFood)->O(recommend(System,LowSugarFood))"
USER070,User,implication_permission,Users who are adult and prefer salty snacks may receive salty snack recommendations,"∀x.adult(x)∧prefers(x,SaltySnack)->P(recommend(System,SaltySnack))"
USER071,User,implication_prohibition,Users who are diabetic or require low sugar should not receive energy drink recommendations,"∀x.diabetic(x)∨requiresLowSugar(x)->F(recommend(System,EnergyDrink))"
USER072,User,simple_obligation,Users should receive low sugar food recommendations,"∀x.O(recommend(System,LowSugarFood))"
USER073,User,simple_permission,Users may receive healthy meal recommendations,"∀x.P(recommend(System,HealthyMeal))"
USER074,User,simple_prohibition,Users should not receive sugary snack recommendations,"∀x.F(recommend(System,SugarySnack))"
USER075,User,dyadic_obligation,Hypertensive users should receive low salt food recommendations,"∀x.O(recommend(System,LowSaltFood)|hypertensive(x))"
USER076,User,dyadic_permission,Vegan adults may receive vegan meal recommendations,"∀x.P(recommend(System,VeganMeal)|vegan(x)∧adult(x))"
USER077,User,dyadic_prohibition,Children should not receive salty snacks when salty snacks are high salt,"∀x.F(recommend(System,SaltySnack)|child(x)∧highSalt(SaltySnack))"
USER078,User,implication_obligation,Users avoiding shellfish meals should receive vegetarian meal recommendations,"∀x.avoids(x,ShellfishMeal)->O(recommend(System,VegetarianMeal))"
USER079,User,implication_permission,Users who prefer vegan meals or vegetarian meals may receive vegan meal recommendations,"∀x.prefers(x,VeganMeal)∨prefers(x,VegetarianMeal)->P(recommend(System,VeganMeal))"
USER080,User,implication_prohibition,Pregnant users with low sugar requirements should not receive sugary snack recommendations,"∀x.pregnant(x)∧requiresLowSugar(x)->F(recommend(System,SugarySnack))"
USER081,User,dyadic_obligation,Users requiring halal food should receive halal meal recommendations,"∀x.O(recommend(System,HalalMeal)|requiresHalal(x))"
USER082,User,dyadic_prohibition,Users requiring halal food should not receive non halal meal recommendations,"∀x.F(recommend(System,NonHalalMeal)|requiresHalal(x))"
USER083,User,implication_permission,Users who prefer halal meals may receive halal meal recommendations,"∀x.prefers(x,HalalMeal)->P(recommend(System,HalalMeal))"
USER084,User,implication_obligation,Users requiring kosher food should receive kosher meal recommendations,"∀x.requiresKosher(x)->O(recommend(System,KosherMeal))"
USER085,User,dyadic_prohibition,Users requiring kosher food should not receive non kosher meal recommendations,"∀x.F(recommend(System,NonKosherMeal)|requiresKosher(x))"
USER086,User,implication_permission,Users who prefer kosher meals may receive kosher meal recommendations,"∀x.prefers(x,KosherMeal)->P(recommend(System,KosherMeal))"
USER087,User,dyadic_obligation,Gluten sensitive users should receive gluten free meal recommendations,"∀x.O(recommend(System,GlutenFreeMeal)|glutenSensitive(x))"
USER088,User,implication_prohibition,Users requiring gluten free food should not receive wheat meal recommendations,"∀x.requiresGlutenFree(x)->F(recommend(System,WheatMeal))"
USER089,User,dyadic_permission,Users may receive gluten free meals when the meal is gluten free,"∀x.P(recommend(System,GlutenFreeMeal)|glutenFree(GlutenFreeMeal))"
USER090,User,dyadic_obligation,Lactose intolerant users should receive lactose free meal recommendations,"∀x.O(recommend(System,LactoseFreeMeal)|lactoseIntolerant(x))"
USER091,User,implication_prohibition,Users requiring lactose free food should not receive dairy meal recommendations,"∀x.requiresLactoseFree(x)->F(recommend(System,DairyMeal))"
USER092,User,dyadic_permission,Users may receive lactose free meals when the meal is lactose free,"∀x.P(recommend(System,LactoseFreeMeal)|lactoseFree(LactoseFreeMeal))"
USER093,User,implication_obligation,Users who prefer organic food should receive organic food recommendations,"∀x.prefers(x,OrganicFood)->O(recommend(System,OrganicFood))"
USER094,User,dyadic_permission,Users may receive sustainable meals when they prefer sustainable meals,"∀x.P(recommend(System,SustainableMeal)|prefers(x,SustainableMeal)∧sustainable(SustainableMeal))"
USER095,User,implication_obligation,Users who prefer affordable meals should receive affordable meal recommendations,"∀x.prefers(x,AffordableMeal)->O(recommend(System,AffordableMeal))"
USER096,User,dyadic_permission,Users may receive spicy meals when they prefer spicy meals,"∀x.P(recommend(System,SpicyMeal)|prefers(x,SpicyMeal)∧spicy(SpicyMeal))"
USER097,User,dyadic_obligation,Users who avoid spicy meals should receive mild meal recommendations,"∀x.O(recommend(System,MildMeal)|avoids(x,SpicyMeal)∧mild(MildMeal))"
USER098,User,implication_permission,Users who prefer Mediterranean meals may receive Mediterranean meal recommendations,"∀x.prefers(x,MediterraneanMeal)->P(recommend(System,MediterraneanMeal))"
USER099,User,implication_obligation,Users who prefer Asian meals should receive Asian meal recommendations,"∀x.prefers(x,AsianMeal)->O(recommend(System,AsianMeal))"
USER100,User,implication_prohibition,Users who avoid dairy or require lactose free food should not receive dairy meal recommendations,"∀x.avoids(x,DairyMeal)∨requiresLactoseFree(x)->F(recommend(System,DairyMeal))"
